scientific_name	aphia_id	scientific_name_accepted	aphia_id_accepted
Psammodiscus nitidus	163338	Coscinodiscus nitidus f. nitidus	984031
Delphineis surirella	149180	Zygoceros surirella	179790
Rhopalodia rupestris	610744	Epithemia rupestris	661856
Epithemia adnata	172276	Frustulia adnata	172277
Epithemia turgida	149027	Navicula turgida	172289
Epithemia turgida var. granulata	172293	Eunotia granulata	662808
Epithemia zebra	149563	Navicula zebra	179993
Striatella unipunctata	149177	Fragilaria unipunctata	573470
Auricula complexa	162271	Amphiprora complexa	162286
Auricula decipiens	162276	Amphora decipiens	656536
Petrodictyon gemma	175560	Surirella gemma f. gemma	985443
Surirella spiralis	176194	Spirodiscina spiralis	1324098
Surirella splendida	176196	Navicula bifrons	611708
Stenopterobia curvula	175977	Nitzschia curvula var. curvula	976692
Stenopterobia delicatissima	175990	Surirella delicatissima f. delicatissima	985424
Cymatopleura elliptica var. hibernica	163943	Surirella hibernica	1380638
Cymatopleura solea var. apiculata	179680	Cymatopleura apiculata	179679
Campylodiscus echeneis	163821	Coronia echeneis	844891
Thalassionema pseudonitzschioides	573626	Thalassiothrix pseudonitzschioides	573665
Amphora copulata	163656	Frustulia copulata	163657
Amphora perpusilla	163676	Amphora globulosa var. perpusilla	697751
Thalassiophysa hyalina	176371	Amphiprora hyalina	661779
Asteroplanus karianus	251745	Asterionella kariana	148956
Protaspis	601293	Protaspa	742629
Protaspis glans	137294	Protaspa glans	881410
Protaspis simplex	137298	Protaspa simplex	881420
Protaspis verrucosa	137299	Protaspa verrucosa	881421
Extubocellulus spinifer	577628	Bellerochea spinifera	669620
Minutocellus polymorphus	464449	Bellerochea polymorpha	464448
Brockmanniella brockmannii	149137	Plagiogramma brockmanni var. brockmanni	971564
Plagiogrammopsis vanheurckii	149057	Plagiogramma vanheurckii	149352
Dimeregramma minor	163234	Plagiogramma minus	1465541
Odontella granulata	149156	Cerataulus granulata	1322477
Odontella longicruris	418591	Hobaniella longicruris	1322468
Odontella rhombus	149157	Zygoceros rhombus	163288
Odontella sinensis	149095	Biddulphia sinensis	148969
Auliscus sculptus	699641	Eupodiscus sculptus	179377
Eucampia cornuta	248058	Neomoelleria cornuta	1324082
Cerataulina bicornis	465382	Syringidium bicorne	573619
Cerataulina pelagica	149619	Cerataulina bergonii	961694
Biddulphia granulata	149327	Cerataulus granulata	1322477
Chaetocerotales	148983	Chaetocerotanae	591197
Attheya septentrionalis	162823	Chaetoceros septentrionalis	962003
Chaetoceros anastomosans var. externa	162998	Chaetoceros externus	160522
Chaetoceros calcitrans	163013	Chaetoceros simplex var. calcitrans	163015
Chaetoceros diadema	149128	Syndendrium diadema	163042
Chaetoceros didymus var. anglica	163049	Chaetoceros anglicus	961745
Chaetoceros impressus	163080	Chaetoceros castracanei	341473
Chaetoceros minimus	163089	Rhizosolenia minima	149287
Chaetoceros mitra	148986	Dicladia mitra	163097
Chaetoceros socialis f. radians	163126	Chaetoceros radians	149293
Chaetoceros throndsenii	163137	Miraltia throndsenii	163143
Campylomonas reflexa	662193	Cryptomonas pyrenoidifera	572022
Cryptomonas lucens	667716	Cryptomonas obovoidea	620811
Cryptomonas perimpleta	667907	Cryptomonas marssonii	248112
Cryptomonas pusilla	572016	Rhodomonas pusilla	625470
Cryptomonas rostratiformis	699405	Cryptomonas curvata	238840
Cryptomonas acuta	106296	Teleaulax acuta	106305
Hemiselmis brunnescens	616530	Hemiselmis rufescens	573878
Cyathomonas truncata	164042	Goniomonas truncata	106309
Chroomonas acuta	249705	Komma caudata	451665
Rhodomonas baltica	106313	Cryptomonas baltica	106297
Rhodomonas minuta	572076	Plagioselmis nannoplanctica	370563
Kathablepharis remigera	119081	Katablepharis remigera	627117
Pleurochrysis carterae	235969	Chrysotila carterae	837255
Pleurochrysis carterae var. carterae	816213	Chrysotila carterae	837255
Pleurochrysis dentata	613543	Chrysotila dentata	842705
Pleurochrysis gayraliae	618962	Chrysotila gayraliae	836860
Pleurochrysis placolithoides	613544	Chrysotila placolithoides	840489
Pleurochrysis pseudoroscoffensis	345505	Chrysotila pseudoroscoffensis	837014
Pleurochrysis roscoffensis	613545	Chrysotila roscoffensis	1327470
Gaarderia corolla	555949	Syracosphaera corolla	236074
Discosphaera tubifer	615464	Discosphaera tubifera	573399
Rhabdosphaera	235966	Rhabdolithes	603344
Rhabdosphaera clavigera	235972	Rhabdolithes claviger	626382
Chrysochromulina brevifilum	115112	Haptolina brevifila	624975
Chrysochromulina breviturrita	577813	Prymnesium breviturritum	1369754
Chrysochromulina chiton	115113	Prymnesium chiton	624969
Chrysochromulina ericina	115116	Haptolina ericina	624976
Chrysochromulina fragaria	662243	Haptolina fragaria	624977
Chrysochromulina herdlensis	115118	Haptolina herdlensis	624978
Chrysochromulina hirta	115119	Haptolina hirta	699623
Chrysochromulina kappa	115120	Prymnesium kappa	624968
Chrysochromulina laurentiana	578215	Prymnesium laurentianum	1368646
Chrysochromulina minor	115125	Prymnesium minus	624970
Chrysochromulina polylepis	115127	Prymnesium polylepis	670030
Imantonia rotunda	163096	Dicrateria rotunda	840109
Platychrysis	573941	Prymnesium	160563
Platychrysis pienaarii	573943	Prymnesium pienaarii	624972
Platychrysis pigra	573944	Prymnesium pigrum	624973
Noëlaerhabdaceae	146200	Noelaerhabdaceae	146200
Pavlova lutheri	249732	Diacronema lutheri	590558
Turrisphaera arctica	236103	Papposphaera arctica	341590
Papposphaeraceae	146197	Deflandriaceae	115065
Oomycetes	172230	Oomycota	22154
Heterokontophyta	370437	Ochrophyta	345465
Ascocyclus orbicularis	144971	Myrionema orbiculare	495991
Microspongium gelatinosum	144972	Scytosiphon lomentaria	145869
Phycocelis foecunda	162944	Myrionema foecundum	156253
Streblonema	144111	Myriotrichia	144072
Streblonema infestans	145464	Endodictyon infestans	146946
Streblonema stilophorae	145470	Microspongium stilophorae	707754
Ralfsia bornetii	144994	Stragularia clavata	145002
Fucus evanescens	145545	Fucus distichus subsp. evanescens	292672
Petalonia zosterifolia	145865	Planosiphon zosterifolius	1311362
Bodo saliens	146155	Neobodo saliens	1535026
Chrysosphaerella coronacircumspina	577814	Spiniferomonas coronacircumspina	610049
Paraphysomonas butcheri	341600	Lepidochromonas butcheri	1535223
Paraphysomonas cribosa	341601	Lepidochromonas cribosa	1474992
Paraphysomonas diademifera	620234	Lepidochromonas diademifera	845309
Paraphysomonas sideriophora	573927	Lepidochromonas sideriophora	1475010
Paraphysomonas stelligera	621269	Lepidochromonas stelligera	1535236
Paraphysomonas subquadrangularis	621313	Lepidochromonas subquadrangularis	1535238
Paraphysomonas subrotacea	652774	Lepidochromonas subrotacea	1535239
Paraphysomonas takahashii	653208	Lepidochromonas takahashii	1535240
Uroglena eustylis	656457	Uroglenopsis eustylis	620321
Uroglena gracilis	638501	Synuropsis gracilis	638504
Dinobryon bavaricum var. vanhoeffenii	675140	Dinobryon vanhoeffeni	655021
Dinobryon stokesii	652294	Epipyxis stokesii	1356478
Pseudokephyrion schilleri	625459	Pseudokephyrion conicum	572072
Calycomonas wulffii	160549	Ollicola vangoorii	162740
Phaeaster aphanaster	592859	Monochrysis aphanaster	592861
Pachysoeca urnula	625448	Salpingoeca skujae	1359618
Diplotheca	105514	Didymoeca	724313
Diplotheca costata	105576	Didymoeca costata	724314
Meringosphaera tenerrima	571661	Raphidosphaera tenerrima	708245
Vaucheria arrhyncha	616647	Vaucheria uncinata	661279
Vaucheria debaryana	615518	Vaucheria cruciata	238755
Spiniferomonas bilacunosa	623095	Chromophysomonas bilacunosa	1306048
Spiniferomonas bourrellyi	610048	Paraphysomonas bourrellyi	620018
Spiniferomonas serrata	625474	Chromophysomonas serrata	708716
Mallomonas acaroides	572055	Mallomonas ploesslii	841057
Mallomonas f. simplex	249721	Mallomonas	249721
Thaumatomastix formosa	137306	Reckertia formosa	593693
Thaumatomastix spinosa	137310	Reckertia spinosa	839151
Thaumatomastix triangulata	137312	Chrysosphaerella triangulata	137291
Nannochloropsis salina	376044	Microchloropsis salina	1359175
Bicosoecales	17615	Bicoecida	591174
Bicosoeca cylindrica	708295	Bicoeca cylindrica	628060
Apedinella spinifera	248098	Apedinella radians	248097
Pseudopedinella tricostata	160601	Helicopedinella tricostata	573933
Dictyocha speculum	157260	Octactis speculum	1310442
Strobilidium sphaericum	578585	Rimostrombidium sphaericum	595200
Strobilidium spiralis	101236	Pelagostrobilidium spirale	341692
Favella serrata	196835	Schmidingerella serrata	732868
Strombidium constrictum	101290	Foissneridium constrictum	595098
Tontonia gracillima	101347	Paratontonia gracillima	101268
