AphiaID	scientific_name	dyntaxa_id
110209	Protoperidinium breve	238242
110210	Protoperidinium brevipes	238243
110211	Protoperidinium brochii	238244
110212	Protoperidinium conicoides	238248
110213	Protoperidinium conicum	238249
110214	Protoperidinium crassipes	238250
110215	Protoperidinium curtipes	238251
110216	Protoperidinium denticulatum	238256
110217	Protoperidinium depressum	238257
110219	Protoperidinium divergens	238259
110220	Protoperidinium excentricum	238260
110223	Protoperidinium granii	238262
110227	Protoperidinium islandicum	238263
110228	Protoperidinium laticeps	238264
110229	Protoperidinium leonis	238265
110234	Protoperidinium mite	238269
110238	Protoperidinium oblongum	238270
110239	Protoperidinium obtusum	263313
110240	Protoperidinium oceanicum	238271
110241	Protoperidinium ovatum	238272
110244	Protoperidinium pallidum	238273
110245	Protoperidinium pellucidum	238274
110247	Protoperidinium pentagonum	238275
110248	Protoperidinium punctulatum	238276
110249	Protoperidinium pyriforme	238277
110250	Protoperidinium quarnerense	238278
110257	Protoperidinium steinii	238280
110258	Protoperidinium subcurvipes	238281
110259	Protoperidinium subinerme	238282
110260	Protoperidinium thorianum	238283
110269	Amphidiniopsis kofoidii	238169
110277	Thoracosphaera heimii	6012348
110291	Prorocentrum aporum	238434
110293	Prorocentrum balticum	238435
110294	Prorocentrum cassubicum	238436
110300	Prorocentrum gracile	6012317
110301	Prorocentrum lima	238438
110303	Prorocentrum micans	238439
110314	Prorocentrum scutellum	238441
110316	Prorocentrum triestinum	238442
110321	Protoceratium reticulatum	238220
110324	Dissodinium pseudocalani	261327
110325	Dissodinium pseudolunula	238453
110631	Euglena deses	257707
110643	Anisonema prosgeobium	238607
110648	Petalomonas minuta	238567
110651	Petalomonas pusilla	238568
110652	Eutreptiella gymnastica	238576
111958	Astrorhizidae	2003790
112299	Astrorhiza	1015195
112311	Pelosina	1015194
112315	Rhabdammina	1015196
113843	Astrorhiza limicola	257381
113888	Pelosina arborescens	257380
113902	Rhabdammina linearis	257382
115058	Mischococcales	3000578
115059	Coccosphaerales	3000801
115060	Isochrysidales	3000558
115061	Prymnesiales	3000557
115063	Pleurochloridaceae	2003149
115064	Calyptrosphaeraceae	2003119
115067	Pontosphaeraceae	2003896
115068	Rhabdosphaeraceae	2003117
115070	Gephyrocapsaceae	2003627
115071	Hymenomonadaceae	2003628
115072	Phaeocystaceae	2003124
115073	Prymnesiaceae	2003121
115075	Meringosphaera	1010361
115077	Balaniger	1010295
115078	Trigonaspis	1010283
115079	Turrisphaera	1010294
115080	Pappomonas	1010282
115081	Ophiaster	1010286
115082	Pontosphaera	1016222
115083	Acanthoica	1010288
115084	Syracosphaera	1016235
115085	Dicrateria	1010303
115086	Emiliania	1010304
115087	Hymenomonas	1015262
115088	Phaeocystis	1010305
115090	Chrysochromulina	1010298
115091	Ericiolus	1016195
115093	Algirosphaera quadricornu	236956
115094	Balaniger balticus	236962
115095	Trigonaspis minutissima	236946
115097	Pappomonas flabellifera	236943
115098	Pappomonas virgulosa	236944
115099	Ophiaster hydroideus	236950
115103	Dicrateria inornata	237013
115104	Emiliania huxleyi	237014
115106	Phaeocystis pouchetii	237017
115108	Chrysochromulina acantha	236965
115109	Chrysochromulina alifera	236968
115110	Chrysochromulina apheles	236969
115114	Chrysochromulina cymbium	236978
115115	Chrysochromulina ephippium	236980
115117	Chrysochromulina fragilis	236983
115121	Chrysochromulina mactra	236989
115122	Chrysochromulina mantoniae	236990
115123	Chrysochromulina megacylindra	236991
115124	Chrysochromulina microcylindra	236992
115126	Chrysochromulina parkeae	236964
115128	Chrysochromulina pringsheimii	236996
115129	Chrysochromulina spinifera	237002
115130	Chrysochromulina strobilus	237003
115131	Ericiolus spiculiger	263226
118004	Allantion	1010676
118006	Ancyromonas	1010678
118011	Cryothecomonas	1010680
118013	Discocelis	1010339
118014	Ebria	1010637
118015	Jakoba	1010684
118016	Kiitoksia	1010686
118017	Luffisphaera	1010687
118018	Metopion	1010689
118019	Metromonas	1010690
118021	Phyllomitus	1010692
118023	Postgaardi	1010693
118024	Quadricilia	1010694
118025	Rhizomonas	1010695
118028	Telonema	1010696
118037	Allantion tachyploon	238611
118040	Ancyromonas sigmoides	238614
118046	Cryothecomonas inermis	238617
118047	Cryothecomonas scybalophora	238618
118048	Cryothecomonas vesiculata	238619
118050	Discocelis saleuta	237148
118051	Ebria tripartita	238485
118052	Jakoba libera	238623
118053	Kiitoksia ystava	238626
118054	Luffisphaera cucumiformis	238627
118056	Luffisphaera myosurus	238629
118057	Luffisphaera turriformis	238631
118058	Metopion fluens	238633
118059	Metromonas simplex	238634
118062	Phyllomitus granulatus	238637
118069	Postgaardi mariagerensis	238638
118070	Quadricilia rotundata	238639
118073	Solenicola setigera	238640
118074	Telonema antarctica	238641
118075	Telonema subtile	238642
119077	Leucocryptos marina	238036
119081	Kathablepharis remigera	238625
120561	Tetramitus	1015152
120566	Vannella	6009388
1289276	Tetradesmus lagerheimii	238809
1292123	Karayevia amoena	262817
1304220	Pantocsekiella polymorpha	262479
1304225	Pantocsekiella rossii	256801
1304621	Closterium acutum var. acutum	248655
1304622	Desmodesmus armatus var. armatus	248652
1304623	Desmodesmus denticulatus var. denticulatus	248648
1304624	Desmodesmus opoliensis var. opoliensis	248646
1304625	Pediastrum duplex var. duplex	248627
1304626	Pseudopediastrum boryanum var. boryanum	6017998
1304627	Scenedesmus arcuatus var. arcuatus	248624
1304628	Lagerheimia longiseta var. longiseta	248640
1304629	Pennales	4000165
1305343	Peridinium quadridentatum	238194
1306048	Chromophysomonas bilacunosa	237086
1306571	Pleurotaenium ehrenbergii	256922
1306572	Staurodesmus mucronatus	257009
1308940	Raphidiopsis raciborskii	6008083
1309804	Klebsormidium subtile	262171
1310066	Aphanocapsa stagnalis	236829
1310072	Grania pectinata	232532
1311314	Geminella turfosa	257546
1311362	Planosiphon zosterifolius	232702
1312599	Rosenvingiellopsis constricta	232814
1313613	Anagnostidinema amphibium	263554
1315861	Eucapsis microscopica	236810
1315979	Anagnostidinema acutissimum	257680
1316001	Anagnostidinema exile	263555
1327470	Chrysotila roscoffensis	263306
1335215	Pediastrum angulosum var. angulosum	6017994
1341822	Chaetophoropsis pisiformis	259646
1345052	Eucapsis aphanocapsoides	236804
134524	Nephroselmis	1010811
134526	Tetraselmis	1016309
134527	Cymbomonas	1010808
134528	Halosphaera	1010809
134529	Pyramimonas	1010807
134530	Dolichomastix	1010818
134531	Mamiella	1010815
134532	Mantoniella	1010817
134533	Micromonas	1010819
134534	Pseudoscourfieldia	1010805
134535	Scourfieldia	1010810
134540	Nephroselmis minuta	238983
134541	Nephroselmis pyriformis	238985
134542	Nephroselmis rotunda	238986
134544	Tetraselmis contracta	6017796
134545	Cymbomonas tetramitiformis	238977
134546	Halosphaera viridis	238981
134548	Pyramimonas cordata	238961
134553	Pyramimonas nansenii	238968
134559	Pyramimonas virginica	238976
134560	Dolichomastix lepidota	239002
134562	Mamiella gilva	238999
134563	Mantoniella squamata	239001
134564	Micromonas pusilla	239004
134566	Pseudoscourfieldia marina	238943
1348616	Chaetophoropsis elegans	232769
1348690	Chaetophora draparnaldioides	262101
1356478	Epipyxis stokesii	257819
1356531	Potamolinea aerugineo-caerulea	263499
1359190	Chara subspinosa	332
1359367	Tetradesmus obliquus	261051
136140	Bordnamonas	1010679
136145	Bordnamonas tropicana	238615
136147	Diplophrys archeri	238621
136779	Paulinella	1010674
1367877	Amphidinium steinii	238378
1368615	Kapelodinium vestifici	238358
136903	Paulinella ovalis	238609
1369784	Tetradesmus dimorphus	6034719
1369796	Tetradesmus incrassatulus	238817
1371463	Barrufeta resplendens	6050009
1372707	Limnolyngbya circumcreta	257702
1372754	Messastrum gracile	257428
137284	Chrysosphaerella	1010324
137288	Thaumatomastix	1010698
137291	Chrysosphaerella triangulata	238652
137304	Thaumatomastix bipartita	238644
137305	Thaumatomastix dybsoeana	238645
137307	Thaumatomastix patelliformis	238647
137308	Thaumatomastix sagittifera	238649
137309	Thaumatomastix salina	238650
137313	Thaumatomastix tripus	238653
1373157	Staurastrum pingue var. planctonicum	238691
1379777	Scenedesmus obtusus f. alternans	238819
1380951	Neglectella solitaria	238774
1410	Foraminifera	3000738
1424676	Sellaphora saugerresii	237661
1432706	Cosmarium subcostatum	263198
143666	Bryopsidaceae	2002567
143667	Derbesiaceae	2003005
143668	Caulerpaceae	2003650
143669	Chaetosiphonaceae	2003004
143670	Udoteaceae	2003917
143675	Chaetophoraceae	2002578
143676	Chlorococcaceae	2003939
143677	Endosphaeraceae	2002997
143678	Chlorocystidaceae	3000688
143680	Chordariaceae	2002218
143684	Ralfsiaceae	2002222
143686	Anadyomenaceae	2003646
143687	Cladophoraceae	2002566
143689	Codiaceae	2002568
143701	Cutleriaceae	2002228
143702	Dasycladaceae	2003649
143704	Arthrocladiaceae	2002223
143705	Desmarestiaceae	2002224
143716	Dictyotaceae	2002229
143717	Ectocarpaceae	2002220
143723	Fucaceae	2002234
143724	Himanthaliaceae	2003746
143725	Sargassaceae	2002235
143753	Alariaceae	2003834
143754	Chordaceae	2002230
143755	Laminariaceae	2002232
143757	Microsporaceae	2002576
143764	Phaeophilaceae	2003000
143771	Prasiolaceae	2002569
143777	Scytosiphonaceae	2002221
143779	Siphonocladaceae	2003648
143780	Valoniaceae	2003647
143782	Sphacelariaceae	2002226
143783	Stypocaulaceae	2002227
143785	Sporochnaceae	2002225
143787	Tetrasporaceae	2003294
143788	Tilopteridaceae	2002216
143790	Ulotrichaceae	2002562
143791	Capsosiphonaceae	2003001
143792	Kornmanniaceae	2003003
143794	Ulvaceae	2002559
143795	Ulvellaceae	2002561
143796	Tribonemataceae	2002236
143797	Vaucheriaceae	2002237
143798	Volvocaceae	2003300
143803	Acrosiphonia	1008582
143804	Spongomorpha	1008585
143805	Urospora	1008586
143812	Bryopsis	1008579
143814	Derbesia	1008581
143817	Blastophysa	1008578
143930	Bolbocoleon	1008552
143931	Chaetophora	1008553
143933	Entocladia	1008588
143937	Pseudendoclonium	1008555
143940	Syncoryne	1008558
143941	Tellamia	1008559
143942	Ulvella	1015613
143943	Uronema	1008560
143945	Characium	1010718
143946	Chlorococcum	1016124
143947	Coccomyxa	1016188
143948	Sykidion	1008551
143949	Chlorochytrium	1008548
143950	Gomontia	1008549
143952	Acrothrix	1008478
143954	Chordaria	1008482
143955	Cladosiphon	1008483
143957	Eudesme	1008489
143961	Mesogloia	1008501
143962	Myriocladia	1008506
143966	Sphaerotrichia	1008521
143968	Elachista	1008488
143970	Leptonematella	1008499
143973	Leathesia	1008498
143974	Microcoryne	1008502
143975	Myriactula	1008505
143977	Ascocyclus	1008479
143978	Microspongium	1008503
143980	Myrionema	1008507
143981	Protectocarpus	1008515
143982	Ulonema	1008529
143984	Pseudolithoderma	1008531
143986	Stragularia	1008525
143989	Spermatochnus	1008520
143990	Stilophora	1008524
143995	Chaetomorpha	1008575
143996	Cladophora	1008577
143997	Rhizoclonium	1008576
143999	Codium	1008580
144001	Ostreobium	1008550
144054	Cutleria	1008539
144060	Arthrocladia	1008533
144061	Desmarestia	1008534
144062	Asperococcus	1008480
144065	Delamarea	1008485
144067	Dictyosiphon	1008486
144068	Giraudia	1008491
144071	Litosiphon	1008500
144072	Myriotrichia	1008508
144078	Hecatonema	1008492
144079	Punctaria	1008516
144082	Isthmoplea	1008495
144083	Stictyosiphon	1008523
144084	Striaria	1008527
144086	Dictyota	1008540
144099	Ectocarpus	1008487
144100	Feldmannia	1008490
144101	Herponema	1008493
144102	Hincksia	1008494
144103	Kuckuckia	1008496
144105	Laminariocolax	1008497
144106	Mikrosyphar	1008504
144107	Phaeostroma	1008510
144109	Pleurocladia	1008513
144110	Spongonema	1008522
144115	Petroderma	1008530
144116	Sorapion	1008519
144119	Botrytella	1008481
144127	Halidrys	1008546
144128	Ascophyllum	1008544
144129	Fucus	1008545
144131	Himanthalia	1014016
144132	Sargassum	1008547
144193	Stichococcus	1010798
144194	Alaria	1015618
144196	Undaria	1016009
144197	Chorda	1008541
144198	Halosiphon	1008542
144199	Laminaria	6329936
144202	Microspora	1014421
144222	Phaeophila	1008561
144234	Prasiola	1008573
144235	Rosenvingiella	1008574
144253	Colpomenia	1008484
144257	Petalonia	1008509
144259	Scytosiphon	1008518
144260	Symphyocarpus	1008528
144271	Cladostephus	1008536
144272	Sphacelaria	1008537
144274	Halopteris	1016248
144279	Sporochnus	1008535
144282	Haplospora	1008476
144283	Tilopteris	1008477
144286	Eugomontia	1008589
144287	Ulothrix	1008590
144288	Capsosiphon	1008563
144289	Kornmannia	232791
144290	Monostroma	1008583
144291	Protomonostroma	1008584
144292	Ulvaria	1008572
144293	Blidingia	1008562
144295	Percursaria	1008569
144296	Ulva	1016242
144298	Epicladia	1008565
144299	Ochlochaete	1008568
144302	Tribonema	1010359
144303	Vaucheria	1009218
144304	Chaetopeltis	1008591
144407	Acrosiphonia arcta	232839
144412	Acrosiphonia sonderi	232840
144413	Spongomorpha aeruginosa	232845
144419	Urospora neglecta	232847
144420	Urospora penicilliformis	232848
144421	Urospora wormskioldii	232849
144423	Bangia atropurpurea	6007305
144452	Bryopsis hypnoides	233760
144457	Bryopsis plumosa	232836
144462	Derbesia marina	232838
144478	Blastophysa rhizopus	232835
144501	Aglaothamnion tenuissimum	232597
144526	Callithamnion corymbosum	232602
144569	Ceramium tenuicorne	232612
144683	Pterothamnion plumula	232639
144865	Bolbocoleon piliferum	232768
144879	Pseudendoclonium submarinum	232772
144883	Syncoryne reinkei	232775
144884	Tellamia contorta	232776
144886	Ulvella lens	232803
144896	Sykidion droebakense	232767
144898	Chlorochytrium cohnii	6326414
144900	Chlorochytrium dermatocolax	232764
144903	Gomontia polyrhiza	232765
144908	Acrothrix gracilis	232648
144910	Chordaria flagelliformis	232654
144916	Cladosiphon zosterae	232655
144918	Eudesme virescens	232666
144924	Mesogloia vermiculata	232683
144925	Myriocladia lovenii	232694
144931	Sphaerotrichia divaricata	232715
144937	Elachista fucicola	232664
144943	Elachista stellaris	232665
144945	Leptonematella fasciculata	232681
144956	Microcoryne ocellata	232684
144959	Myriactula chordae	232690
144962	Myriactula fucorum	232691
144964	Myriactula haydenii	232692
144971	Ascocyclus orbicularis	232649
144972	Microspongium gelatinosum	232685
144973	Microspongium globosum	232686
144976	Myrionema balticum	232695
144978	Myrionema corunnae	232696
144984	Myrionema seriatum	232698
144985	Myrionema strangulans	232699
144986	Protectocarpus speciosus	232708
144987	Ulonema rhizophorum	232726
144990	Pseudolithoderma extensum	232728
144993	Pseudolithoderma subextensum	232730
145001	Ralfsia verrucosa	232732
145002	Stragularia clavata	232721
145008	Spermatochnus paradoxus	232714
145009	Stilophora tenella	232720
145026	Chaetomorpha ligustica	251420
145027	Chaetomorpha linum	251416
145029	Chaetomorpha melagonium	232819
145033	Cladophora albida	232821
145042	Cladophora dalmatica	232823
145045	Cladophora flexuosa	232824
145046	Cladophora fracta	232825
145048	Cladophora glomerata	232826
145051	Cladophora laetevirens	232827
145064	Cladophora rupestris	232829
145065	Cladophora sericea	232830
145069	Cladophora vadorum	232831
145070	Cladophora vagabunda	232832
145075	Rhizoclonium riparium	251421
145086	Codium fragile	232837
145297	Cutleria multifida	232748
145306	Arthrocladia villosa	232733
145307	Desmarestia aculeata	232734
145310	Desmarestia viridis	232735
145311	Asperococcus bullosus	232650
145313	Asperococcus fistulosus	232651
145317	Delamarea attenuata	232657
145319	Dictyosiphon chordaria	232658
145321	Dictyosiphon ekmanii	232659
145322	Dictyosiphon foeniculaceus	232660
145324	Giraudia sphacelarioides	232669
145327	Litosiphon laminariae	232682
145331	Myriotrichia clavaeformis	232700
145341	Hecatonema terminale	232670
145347	Punctaria plantaginea	232709
145348	Punctaria tenuissima	232710
145351	Isthmoplea sphaerophora	232675
145354	Stictyosiphon soriferus	232717
145355	Stictyosiphon tortilis	232718
145367	Dictyota dichotoma	232749
145404	Ectocarpus fasciculatus	232661
145410	Ectocarpus siliculosus	232662
145415	Feldmannia irregularis	251411
145416	Feldmannia kjellmanii	232667
145419	Feldmannia paradoxa	263151
145422	Herponema desmarestiae	232671
