strain_name	species	division	class	habitat	strain_link	species_link	scientific_name	taxon_id	url_slug
K-0588	Chrysochromulina ahrengotii	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0588	https://norcca.scrol.net/species/chrysochromulina-ahrengotii	Chrysochromulina ahrengotii	612313	k-0588
K-0591	Dunaliella tertiolecta	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/k-0591	https://norcca.scrol.net/species/dunaliella-tertiolecta	Dunaliella tertiolecta	178590	k-0591
K-0591B	Dunaliella tertiolecta	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/k-0591b	https://norcca.scrol.net/species/dunaliella-tertiolecta	Dunaliella tertiolecta	178590	k-0591b
K-0592	Oxyrrhis marina	Myzozoa	Oxyrrhidophyceae	Marine	https://norcca.scrol.net/strain/k-0592	https://norcca.scrol.net/species/oxyrrhis-marina	Oxyrrhis marina	109902	k-0592
K-0594	Prymnesium parvum f. patelliferum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0594	https://norcca.scrol.net/species/prymnesium-parvum-f-patelliferum	Prymnesium parvum f. patelliferum	688549	k-0594
K-0598	Chrysochromulina scutellum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0598	https://norcca.scrol.net/species/chrysochromulina-scutellum	Chrysochromulina scutellum	612318	k-0598
K-0602	Gymnodinium nolleri	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0602	https://norcca.scrol.net/species/gymnodinium-nolleri	Gymnodinium nolleri	109818	k-0602
K-0603	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0603	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-0603
K-0605	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0605	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-0605
K-0606	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0606	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-0606
K-0607	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0607	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-0607
K-0618	Prymnesium polylepis	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0618	https://norcca.scrol.net/species/prymnesium-polylepis	Prymnesium polylepis	670030	k-0618
K-0623	Prymnesium parvum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0623	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesium parvum	160564	k-0623
K-0624	Dicrateria sp.	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0624	https://norcca.scrol.net/species/dicrateria-sp	Dicrateria	115085	k-0624
K-0626	Gymnodinium nolleri	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0626	https://norcca.scrol.net/species/gymnodinium-nolleri	Gymnodinium nolleri	109818	k-0626
K-0630	Nephroselmis rotunda	Chlorophyta	Nephroselmidophyceae	Marine	https://norcca.scrol.net/strain/k-0630	https://norcca.scrol.net/species/nephroselmis-rotunda	Nephroselmis rotunda	134542	k-0630
K-0631	Vaucheria bursata	Ochrophyta	Xanthophyceae	Freshwater	https://norcca.scrol.net/strain/k-0631	https://norcca.scrol.net/species/vaucheria-bursata	Vaucheria bursata	240524	k-0631
K-0633	Isochrysis sp.	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0633	https://norcca.scrol.net/species/isochrysis-sp	Isochrysis	248124	k-0633
K-0634	Protoceratium reticulatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0634	https://norcca.scrol.net/species/protoceratium-reticulatum	Protoceratium reticulatum	110321	k-0634
K-0637	Fragilariopsis nana	Bacillariophyta	Bacillariophyceae	Marine, Sea Ice	https://norcca.scrol.net/strain/k-0637	https://norcca.scrol.net/species/fragilariopsis-nana	Fragilariopsis nana	556587	k-0637
K-0640	Prorocentrum lima	Myzozoa	Dinophyceae	Marine, Saltmarsh	https://norcca.scrol.net/strain/k-0640	https://norcca.scrol.net/species/prorocentrum-lima	Prorocentrum lima	110301	k-0640
K-0643	Chrysochromulina acantha	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0643	https://norcca.scrol.net/species/chrysochromulina-acantha	Chrysochromulina acantha	115108	k-0643
K-0648	Chrysotila placolithoides	Haptophyta	Prymnesiophyceae	Marine, benthic on cliffs	https://norcca.scrol.net/strain/k-0648	https://norcca.scrol.net/species/chrysotila-placolithoides	Chrysotila placolithoides	840489	k-0648
K-0669	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-0669	https://norcca.scrol.net/species/skeletonema-marinoi	Skeletonema marinoi	376667	k-0669
K-0678	Ulvella leptochaete	Chlorophyta	Ulvophyceae	Marine, Rock pool	https://norcca.scrol.net/strain/k-0678	https://norcca.scrol.net/species/ulvella-leptochaete	Ulvella leptochaete	732246	k-0678
K-0930	Tetraselmis sp.	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0930	https://norcca.scrol.net/species/tetraselmis-sp	Tetraselmis	134526	k-0930
K-0935	Tetraselmis sp.	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0935	https://norcca.scrol.net/species/tetraselmis-sp	Tetraselmis	134526	k-0935
K-0950	Tetraselmis verrucosa	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0950	https://norcca.scrol.net/species/tetraselmis-verrucosa	Tetraselmis verrucosa	376160	k-0950
K-0962	Peridinium willei	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0962	https://norcca.scrol.net/species/peridinium-willei	Peridinium willei	110198	k-0962
K-0967	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/k-0967	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	k-0967
K-0971	Cladophora rupestris	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-0971	https://norcca.scrol.net/species/cladophora-rupestris	Cladophora rupestris	145064	k-0971
K-0973	Alexandrium tamarense	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0973	https://norcca.scrol.net/species/alexandrium-tamarense	Alexandrium tamarense	109714	k-0973
K-0975	Alexandrium tamarense	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0975	https://norcca.scrol.net/species/alexandrium-tamarense	Alexandrium tamarense	109714	k-0975
K-0977	Apocalathium malmogiense	Myzozoa	Dinophyceae	Brackish	https://norcca.scrol.net/strain/k-0977	https://norcca.scrol.net/species/apocalathium-malmogiense	Apocalathium malmogiense	1380043	k-0977
K-0979	Apocalathium malmogiense	Myzozoa	Dinophyceae	Brackish	https://norcca.scrol.net/strain/k-0979	https://norcca.scrol.net/species/apocalathium-malmogiense	Apocalathium malmogiense	1380043	k-0979
K-0983	Gymnodinium corollarium	Myzozoa	Dinophyceae	Brackish, 1.5-12 PSU	https://norcca.scrol.net/strain/k-0983	https://norcca.scrol.net/species/gymnodinium-corollarium	Gymnodinium corollarium	623645	k-0983
K-0984	Gymnodinium corollarium	Myzozoa	Dinophyceae	Brackish, 1.5-12 PSU	https://norcca.scrol.net/strain/k-0984	https://norcca.scrol.net/species/gymnodinium-corollarium	Gymnodinium corollarium	623645	k-0984
K-0985	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0985	https://norcca.scrol.net/species/apocalathium-aciculiferum	Apocalathium aciculiferum	1359179	k-0985
K-0986	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0986	https://norcca.scrol.net/species/apocalathium-aciculiferum	Apocalathium aciculiferum	1359179	k-0986
K-0987	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0987	https://norcca.scrol.net/species/apocalathium-aciculiferum	Apocalathium aciculiferum	1359179	k-0987
K-0991	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0991	https://norcca.scrol.net/species/alexandrium-minutum	Alexandrium minutum	109711	k-0991
K-0992	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0992	https://norcca.scrol.net/species/alexandrium-minutum	Alexandrium minutum	109711	k-0992
K-0993	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0993	https://norcca.scrol.net/species/alexandrium-minutum	Alexandrium minutum	109711	k-0993
K-0994	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0994	https://norcca.scrol.net/species/alexandrium-minutum	Alexandrium minutum	109711	k-0994
K-0998	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0998	https://norcca.scrol.net/species/apocalathium-aciculiferum	Apocalathium aciculiferum	1359179	k-0998
K-0999	Mougeotia genuflexa	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-0999	https://norcca.scrol.net/species/mougeotia-genuflexa	Mougeotia genuflexa	609346	k-0999
K-1001	Oedogonium cardiacum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1001	https://norcca.scrol.net/species/oedogonium-cardiacum	Oedogonium cardiacum	608526	k-1001
K-1002	Oedogonium cardiacum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1002	https://norcca.scrol.net/species/oedogonium-cardiacum	Oedogonium cardiacum	608526	k-1002
K-1005	Calothrix parietina	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/k-1005	https://norcca.scrol.net/species/calothrix-parietina	Calothrix parietina	239094	k-1005
K-1010	Desmodesmus armatus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1010	https://norcca.scrol.net/species/desmodesmus-armatus	Desmodesmus armatus	612499	k-1010
K-1012	Gonium pectorale	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1012	https://norcca.scrol.net/species/gonium-pectorale	Gonium pectorale	577672	k-1012
K-1013	Volvox aureus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1013	https://norcca.scrol.net/species/volvox-aureus	Volvox aureus	578347	k-1013
K-1018	Pandorina morum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1018	https://norcca.scrol.net/species/pandorina-morum	Pandorina morum	577877	k-1018
K-1025	Acrosiphonia sonderi	Chlorophyta	Ulvophyceae	Marine, Rock pool	https://norcca.scrol.net/strain/k-1025	https://norcca.scrol.net/species/acrosiphonia-sonderi	Acrosiphonia sonderi	144412	k-1025
K-1026	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Brackish/Marine	https://norcca.scrol.net/strain/k-1026	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-1026
K-1027	Cryptomonas sp.	Cryptophyta	Cryptophyceae	Freshwater	https://norcca.scrol.net/strain/k-1027	https://norcca.scrol.net/species/cryptomonas-sp	Cryptomonas	106282	k-1027
K-1028	Draparnaldia sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1028	https://norcca.scrol.net/species/draparnaldia-sp	Draparnaldia	422898	k-1028
K-1029	Cryptomonas sp.	Cryptophyta	Cryptophyceae	Freshwater	https://norcca.scrol.net/strain/k-1029	https://norcca.scrol.net/species/cryptomonas-sp	Cryptomonas	106282	k-1029
K-1030	Stigeoclonium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1030	https://norcca.scrol.net/species/stigeoclonium-sp	Stigeoclonium	162717	k-1030
K-1031	Stigeoclonium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1031	https://norcca.scrol.net/species/stigeoclonium-sp	Stigeoclonium	162717	k-1031
K-1032	Stigeoclonium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1032	https://norcca.scrol.net/species/stigeoclonium-sp	Stigeoclonium	162717	k-1032
K-1033	Pediastrum sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1033	https://norcca.scrol.net/species/pediastrum-sp	Pediastrum	160561	k-1033
K-1041	Ditylum brightwellii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1041	https://norcca.scrol.net/species/ditylum-brightwellii	Ditylum brightwellii	149023	k-1041
K-1044	Tovellia coronata	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1044	https://norcca.scrol.net/species/tovellia-coronata	Tovellia coronata	619818	k-1044
K-1046	Scrippsiella sp.	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1046	https://norcca.scrol.net/species/scrippsiella-sp	Scrippsiella	109545	k-1046
K-1048	Coscinodiscus granii	Bacillariophyta	Coscinodiscophyceae	Marine	https://norcca.scrol.net/strain/k-1048	https://norcca.scrol.net/species/coscinodiscus-granii	Coscinodiscus granii	149271	k-1048
K-1055	Vaucheria dillwynii	Ochrophyta	Xanthophyceae	Freshwater?	https://norcca.scrol.net/strain/k-1055	https://norcca.scrol.net/species/vaucheria-dillwynii	Vaucheria dillwynii	656435	k-1055
K-1056	Vaucheria dillwynii	Ochrophyta	Xanthophyceae	Freshwater?	https://norcca.scrol.net/strain/k-1056	https://norcca.scrol.net/species/vaucheria-dillwynii	Vaucheria dillwynii	656435	k-1056
K-1064	Ectocarpus siliculosus	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-1064	https://norcca.scrol.net/species/ectocarpus-siliculosus	Ectocarpus siliculosus	145410	k-1064
K-1065	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-1065	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-1065
K-1066	Ulothrix sp.	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1066	https://norcca.scrol.net/species/ulothrix-sp	Ulothrix	144287	k-1066
K-1067	Levanderina fissa	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1067	https://norcca.scrol.net/species/levanderina-fissa	Levanderina fissa	840689	k-1067
K-1070	Tetraselmis sp.	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-1070	https://norcca.scrol.net/species/tetraselmis-sp	Tetraselmis	134526	k-1070
K-1071	Chaetomorpha linum	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1071	https://norcca.scrol.net/species/chaetomorpha-linum	Chaetomorpha linum	145027	k-1071
K-1072	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-1072	https://norcca.scrol.net/species/pylaiella-littoralis	Pylaiella littoralis	157188	k-1072
K-1073	Protectocarpus speciosus	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-1073	https://norcca.scrol.net/species/protectocarpus-speciosus	Protectocarpusciosus	144986	k-1073
K-1074	Carteria sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1074	https://norcca.scrol.net/species/carteria-sp	Carteria	367250	k-1074
K-1082	Pterosperma sp.	Chlorophyta	Pyramimonadophyceae	Marine	https://norcca.scrol.net/strain/k-1082	https://norcca.scrol.net/species/pterosperma-sp	Pterosperma	160595	k-1082
K-1083	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/k-1083	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	k-1083
K-1088	Vaucheria frigida s.l.	Ochrophyta	Xanthophyceae	Freshwater	https://norcca.scrol.net/strain/k-1088	https://norcca.scrol.net/species/vaucheria-frigida-sl	Vaucheria frigida s.l.	555953	k-1088
K-1090	Geitlerinema amphibium	Cyanobacteria	Cyanophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1090	https://norcca.scrol.net/species/geitlerinema-amphibium	Geitlerinema amphibium	1313613	k-1090
K-1091	Geitlerinema amphibium	Cyanobacteria	Cyanophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1091	https://norcca.scrol.net/species/geitlerinema-amphibium	Geitlerinema amphibium	1313613	k-1091
K-1092	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1092	https://norcca.scrol.net/species/oscillatoria-sancta	Oscillatoria sancta	177518	k-1092
K-1093	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1093	https://norcca.scrol.net/species/oscillatoria-sancta	Oscillatoria sancta	177518	k-1093
K-1094	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1094	https://norcca.scrol.net/species/oscillatoria-sancta	Oscillatoria sancta	177518	k-1094
K-1106	Mantoniella squamata	Chlorophyta	Mamiellophyceae	Marine	https://norcca.scrol.net/strain/k-1106	https://norcca.scrol.net/species/mantoniella-squamata	Mantoniella squamata	134563	k-1106
K-1110	Scrippsiella acuminata	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1110	https://norcca.scrol.net/species/scrippsiella-acuminata	Scrippsiella acuminata	1321853	k-1110
K-1111	Scrippsiella acuminata	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1111	https://norcca.scrol.net/species/scrippsiella-acuminata	Scrippsiella acuminata	1321853	k-1111
K-1118	Tovellia coronata	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1118	https://norcca.scrol.net/species/tovellia-coronata	Tovellia coronata	619818	k-1118
K-1129	Heterocapsa triquetra	Myzozoa	Dinophyceae	Brackish	https://norcca.scrol.net/strain/k-1129	https://norcca.scrol.net/species/heterocapsa-triquetra	Heterocapsa triquetra	1346683	k-1129
K-1131	Heterocapsa triquetra	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1131	https://norcca.scrol.net/species/heterocapsa-triquetra	Heterocapsa triquetra	1346683	k-1131
K-1134	Heterocapsa triquetra	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1134	https://norcca.scrol.net/species/heterocapsa-triquetra	Heterocapsa triquetra	1346683	k-1134
K-1137	Prorocentrum micans	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1137	https://norcca.scrol.net/species/prorocentrum-micans	Prorocentrum micans	110303	k-1137
K-1138	Prorocentrum cordatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1138	https://norcca.scrol.net/species/prorocentrum-cordatum	Prorocentrum cordatum	232376	k-1138
K-1140	Dictyosphaerium sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/k-1140	https://norcca.scrol.net/species/dictyosphaerium-sp	Dictyosphaerium	178623	k-1140
K-1141	Dictyosphaerium sp.	Chlorophyta	Trebouxiophyceae	Freshwater	https://norcca.scrol.net/strain/k-1141	https://norcca.scrol.net/species/dictyosphaerium-sp	Dictyosphaerium	178623	k-1141
K-1143	Pyrocystis pseudonoctiluca	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1143	https://norcca.scrol.net/species/pyrocystis-pseudonoctiluca	Pyrocystis pseudonoctiluca	573782	k-1143
K-1145	Cosmarium reniforme	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1145	https://norcca.scrol.net/species/cosmarium-reniforme	Cosmarium reniforme	578406	k-1145
K-1149	Desmodesmus communis	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1149	https://norcca.scrol.net/species/desmodesmus-communis	Desmodesmus communis	576237	k-1149
K-1152	Gymnodinium sp.	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1152	https://norcca.scrol.net/species/gymnodinium-sp	Gymnodinium	109475	k-1152
K-1159	Chromulina nebulosa	Ochrophyta	Chrysophyceae	Freshwater, bog	https://norcca.scrol.net/strain/k-1159	https://norcca.scrol.net/species/chromulina-nebulosa	Chromulina nebulosa	610218	k-1159
K-1160	Chromulina nebulosa	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1160	https://norcca.scrol.net/species/chromulina-nebulosa	Chromulina nebulosa	610218	k-1160
K-1161	Chromulina nebulosa	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1161	https://norcca.scrol.net/species/chromulina-nebulosa	Chromulina nebulosa	610218	k-1161
K-1162	Chromulina nebulosa	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1162	https://norcca.scrol.net/species/chromulina-nebulosa	Chromulina nebulosa	610218	k-1162
K-1173	Epipyxis sp.	Ochrophyta	Chrysophyceae	Freshwater	https://norcca.scrol.net/strain/k-1173	https://norcca.scrol.net/species/epipyxis-sp	Epipyxis	248119	k-1173
