strain_name	species	division	class	habitat	strain_link	species_link	scientific_name	taxon_id	url_slug
NIVA-CYA 13	Planktothrix rubescens var.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-13	https://norcca.scrol.net/species/planktothrix-rubescens-var	Planktothrix rubescens var.	572064	niva-cya-13
NIVA-CYA 130	Nostoc sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-130	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-130
NIVA-CYA 131	Scytonema sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-131	https://norcca.scrol.net/species/scytonema-sp	Scytonema	206253	niva-cya-131
NIVA-CYA 133	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-133	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-133
NIVA-CYA 134	Chroococcus cf. minutus	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-134	https://norcca.scrol.net/species/chroococcus-cf-minutus	Chroococcus cf. minutus	146567	niva-cya-134
NIVA-CYA 135/1	Anabaenopsis arnoldii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-1351	https://norcca.scrol.net/species/anabaenopsis-arnoldii	Anabaenopsis arnoldii	609458	niva-cya-1351
NIVA-CYA 135/2	Anabaenopsis arnoldii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-1352	https://norcca.scrol.net/species/anabaenopsis-arnoldii	Anabaenopsis arnoldii	609458	niva-cya-1352
NIVA-CYA 137	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-137	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-137
NIVA-CYA 140	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-140	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-140
NIVA-CYA 142	Aphanizomenon flos-aquae	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-142	https://norcca.scrol.net/species/aphanizomenon-flos-aquae	Aphanizomenon flos-aquae	248099	niva-cya-142
NIVA-CYA 144	Microcystis cf. aeruginosa	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-144	https://norcca.scrol.net/species/microcystis-cf-aeruginosa	Microcystis cf. aeruginosa	146558	niva-cya-144
NIVA-CYA 146	Pseudanabaena catenata	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-146	https://norcca.scrol.net/species/pseudanabaena-catenata	Pseudanabaena catenata	213742	niva-cya-146
NIVA-CYA 147	Dolichospermum danicum	Cyanobacteria	Cyanophyceae	Lake	https://norcca.scrol.net/strain/niva-cya-147	https://norcca.scrol.net/species/dolichospermum-danicum	Dolichospermum danicum	625370	niva-cya-147
NIVA-CYA 149	Oscillatoria curviceps	Cyanobacteria	Cyanophyceae	Wet soil (solifluction)	https://norcca.scrol.net/strain/niva-cya-149	https://norcca.scrol.net/species/oscillatoria-curviceps	Oscillatoria curviceps	660923	niva-cya-149
NIVA-CYA 15	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-15	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-15
NIVA-CYA 151	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-151	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-151
NIVA-CYA 152	Pseudanabaena catenata	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-152	https://norcca.scrol.net/species/pseudanabaena-catenata	Pseudanabaena catenata	213742	niva-cya-152
NIVA-CYA 154	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-154	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-154
NIVA-CYA 155	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-155	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-155
NIVA-CYA 156/1	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-1561	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-1561
NIVA-CYA 156/2	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater, fish pond	https://norcca.scrol.net/strain/niva-cya-1562	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-1562
NIVA-CYA 159	Synechococcus sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-159	https://norcca.scrol.net/species/synechococcus-sp	Synechococcus	160572	niva-cya-159
NIVA-CYA 16	Merismopedia punctata	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-16	https://norcca.scrol.net/species/merismopedia-punctata	Merismopedia punctata	627627	niva-cya-16
NIVA-CYA 160/1	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1601	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-1601
NIVA-CYA 160/2	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1602	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-1602
NIVA-CYA 161/1	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1611	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	niva-cya-1611
NIVA-CYA 161/3	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1613	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	niva-cya-1613
NIVA-CYA 162/3	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1623	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-1623
NIVA-CYA 162/4	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1624	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-1624
NIVA-CYA 163	Spirulina subsalsa	Cyanobacteria	Cyanophyceae	Aqarium, seawater	https://norcca.scrol.net/strain/niva-cya-163	https://norcca.scrol.net/species/spirulina-subsalsa	Spirulina subsalsa	660753	niva-cya-163
NIVA-CYA 164	Spirulina subsalsa	Cyanobacteria	Cyanophyceae	Aqarium, seawater	https://norcca.scrol.net/strain/niva-cya-164	https://norcca.scrol.net/species/spirulina-subsalsa	Spirulina subsalsa	660753	niva-cya-164
NIVA-CYA 165	Phormidium cf. chalybea	Cyanobacteria	Cyanophyceae	Aqarium, seawater	https://norcca.scrol.net/strain/niva-cya-165	https://norcca.scrol.net/species/phormidium-cf-chalybea	Phormidium cf. chalybea	156349	niva-cya-165
NIVA-CYA 166	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-166	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-166
NIVA-CYA 168	Planktothrix mougeotii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-168	https://norcca.scrol.net/species/planktothrix-mougeotii	Planktothrix mougeotii	177583	niva-cya-168
NIVA-CYA 169/7	Microcystis viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1697	https://norcca.scrol.net/species/microcystis-viridis	Microcystis viridis	177400	niva-cya-1697
NIVA-CYA 169/8	Microcystis viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1698	https://norcca.scrol.net/species/microcystis-viridis	Microcystis viridis	177400	niva-cya-1698
NIVA-CYA 169/9	Microcystis viridis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1699	https://norcca.scrol.net/species/microcystis-viridis	Microcystis viridis	177400	niva-cya-1699
NIVA-CYA 17	Dolichospermum cf. sigmoideum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-17	https://norcca.scrol.net/species/dolichospermum-cf-sigmoideum	Dolichospermum cf. sigmoideum	625408	niva-cya-17
NIVA-CYA 171/10	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-17110	https://norcca.scrol.net/species/microcystis-botrys	Microcystis botrys	578236	niva-cya-17110
NIVA-CYA 172/5	Microcystis sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-1725	https://norcca.scrol.net/species/microcystis-sp	Microcystis	146557	niva-cya-1725
NIVA-CYA 173	Oscillatoria cf. major	Cyanobacteria	Cyanophyceae	Freshwater, pond	https://norcca.scrol.net/strain/niva-cya-173	https://norcca.scrol.net/species/oscillatoria-cf-major	Oscillatoria cf. major	665981	niva-cya-173
NIVA-CYA 174	Kamptonema cf. formosum	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-174	https://norcca.scrol.net/species/kamptonema-cf-formosum	Kamptonema cf. formosum	837205	niva-cya-174
NIVA-CYA 175	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Melt water pond	https://norcca.scrol.net/strain/niva-cya-175	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-175
NIVA-CYA 176	Phormidium sp.	Cyanobacteria	Cyanophyceae	Block scree, rock surface, lithophytic community	https://norcca.scrol.net/strain/niva-cya-176	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-176
NIVA-CYA 177	Phormidium sp.	Cyanobacteria	Cyanophyceae	Gravel surface	https://norcca.scrol.net/strain/niva-cya-177	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-177
NIVA-CYA 18	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-18	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-18
NIVA-CYA 180	Phormidium sp.	Cyanobacteria	Cyanophyceae	Dorit gravel, soil community.	https://norcca.scrol.net/strain/niva-cya-180	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-180
NIVA-CYA 181	Phormidium sp.	Cyanobacteria	Cyanophyceae	Sandy soil	https://norcca.scrol.net/strain/niva-cya-181	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-181
NIVA-CYA 183	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-183	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-183
NIVA-CYA 184	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-184	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-184
NIVA-CYA 185	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-185	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-185
NIVA-CYA 186	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Irrigated silt.	https://norcca.scrol.net/strain/niva-cya-186	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-186
NIVA-CYA 19	Trichormus variabilis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-19	https://norcca.scrol.net/species/trichormus-variabilis	Trichormus variabilis	146661	niva-cya-19
NIVA-CYA 190	Nostoc sp.	Cyanobacteria	Cyanophyceae	Block scree, rock surface, lithophytic community	https://norcca.scrol.net/strain/niva-cya-190	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-190
NIVA-CYA 191	Nostoc sp.	Cyanobacteria	Cyanophyceae	Diorite gravel, soil community	https://norcca.scrol.net/strain/niva-cya-191	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-191
NIVA-CYA 192	Nostoc sp.	Cyanobacteria	Cyanophyceae	Diorite gravel, soil community	https://norcca.scrol.net/strain/niva-cya-192	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-192
NIVA-CYA 194	Nostoc sp.	Cyanobacteria	Cyanophyceae	Sandy soil	https://norcca.scrol.net/strain/niva-cya-194	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-194
NIVA-CYA 195	Nostoc sp.	Cyanobacteria	Cyanophyceae	Rivulet	https://norcca.scrol.net/strain/niva-cya-195	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-195
NIVA-CYA 197	Nostoc sp.	Cyanobacteria	Cyanophyceae	Flushed moraine	https://norcca.scrol.net/strain/niva-cya-197	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-197
NIVA-CYA 198	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-198	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-198
NIVA-CYA 2	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-2
NIVA-CYA 201	Phormidium tergestinum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-201	https://norcca.scrol.net/species/phormidium-tergestinum	Phormidium tergestinum	450777	niva-cya-201
NIVA-CYA 202	Kamptonema cf. animale	Cyanobacteria	Cyanophyceae	Recent moraine	https://norcca.scrol.net/strain/niva-cya-202	https://norcca.scrol.net/species/kamptonema-cf-animale	Kamptonema cf. animale	840972	niva-cya-202
NIVA-CYA 203	Phormidium sp.	Cyanobacteria	Cyanophyceae	Recent moraine.	https://norcca.scrol.net/strain/niva-cya-203	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-203
NIVA-CYA 204	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Recent moraine.	https://norcca.scrol.net/strain/niva-cya-204	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-204
NIVA-CYA 205	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-205	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-205
NIVA-CYA 206	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-206	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-206
NIVA-CYA 207	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-207	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-207
NIVA-CYA 208	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-208	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-208
NIVA-CYA 209	Lyngbya sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-209	https://norcca.scrol.net/species/lyngbya-sp	Lyngbya	146538	niva-cya-209
NIVA-CYA 21	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-21	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-21
NIVA-CYA 210	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-210	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-210
NIVA-CYA 211	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-211	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-211
NIVA-CYA 212	Chroococcus sp.	Cyanobacteria	Cyanophyceae	soil	https://norcca.scrol.net/strain/niva-cya-212	https://norcca.scrol.net/species/chroococcus-sp	Chroococcus	146565	niva-cya-212
NIVA-CYA 213	Geitlerinema splendidum	Cyanobacteria	Cyanophyceae	Terrestic	https://norcca.scrol.net/strain/niva-cya-213	https://norcca.scrol.net/species/geitlerinema-splendidum	Geitlerinemaendidum	577244	niva-cya-213
NIVA-CYA 214	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestic	https://norcca.scrol.net/strain/niva-cya-214	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-214
NIVA-CYA 217	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-217	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-217
NIVA-CYA 218	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestrial	https://norcca.scrol.net/strain/niva-cya-218	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-218
NIVA-CYA 219/1	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-2191	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-2191
NIVA-CYA 219/2	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-2192	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-2192
NIVA-CYA 22	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-22	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-22
NIVA-CYA 220	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-220	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-220
NIVA-CYA 221	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Freshwater, brook	https://norcca.scrol.net/strain/niva-cya-221	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-221
NIVA-CYA 222	Pseudanabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater, brook	https://norcca.scrol.net/strain/niva-cya-222	https://norcca.scrol.net/species/pseudanabaena-sp	Pseudanabaena	177588	niva-cya-222
NIVA-CYA 224	Oscillatoria sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-224	https://norcca.scrol.net/species/oscillatoria-sp	Oscillatoria	146549	niva-cya-224
NIVA-CYA 226/1	Dolichospermum spiroides	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2261	https://norcca.scrol.net/species/dolichospermum-spiroides	Dolichospermumroides	625411	niva-cya-2261
NIVA-CYA 226/2	Dolichospermum spiroides	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2262	https://norcca.scrol.net/species/dolichospermum-spiroides	Dolichospermumroides	625411	niva-cya-2262
NIVA-CYA 227	Nodularia cf. harveyana	Cyanobacteria	Cyanophyceae	Brackish	https://norcca.scrol.net/strain/niva-cya-227	https://norcca.scrol.net/species/nodularia-cf-harveyana	Nodularia cf. harveyana	178477	niva-cya-227
NIVA-CYA 228/1	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2281	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-2281
NIVA-CYA 228/2	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2282	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-2282
NIVA-CYA 228/3	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2283	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-2283
NIVA-CYA 228/4	Microcystis aeruginosa	Cyanobacteria	Cyanophyceae	Freshwater, mud sample	https://norcca.scrol.net/strain/niva-cya-2284	https://norcca.scrol.net/species/microcystis-aeruginosa	Microcystis aeruginosa	146558	niva-cya-2284
NIVA-CYA 229	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-229	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-229
NIVA-CYA 23	Phormidium uncinatum	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-23	https://norcca.scrol.net/species/phormidium-uncinatum	Phormidium uncinatum	661044	niva-cya-23
NIVA-CYA 230	Cyanobium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-230	https://norcca.scrol.net/species/cyanobium-sp	Cyanobium	573354	niva-cya-230
NIVA-CYA 231	Pseudanabaena redekei	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-231	https://norcca.scrol.net/species/pseudanabaena-redekei	Pseudanabaena redekei	177508	niva-cya-231
NIVA-CYA 232	Planktothrix agardhii	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-232	https://norcca.scrol.net/species/planktothrix-agardhii	Planktothrix agardhii	146552	niva-cya-232
NIVA-CYA 233	Anabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-233	https://norcca.scrol.net/species/anabaena-sp	Anabaena	146585	niva-cya-233
NIVA-CYA 234	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater,	https://norcca.scrol.net/strain/niva-cya-234	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-234
NIVA-CYA 235	Nostoc sp.	Cyanobacteria	Cyanophyceae	Freshwater,	https://norcca.scrol.net/strain/niva-cya-235	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-235
NIVA-CYA 237	Chroococcus turgidus	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-237	https://norcca.scrol.net/species/chroococcus-turgidus	Chroococcus turgidus	146566	niva-cya-237
NIVA-CYA 238	Nostoc sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-238	https://norcca.scrol.net/species/nostoc-sp	Nostoc	393172	niva-cya-238
NIVA-CYA 239	Leptolyngbya cf. tenuis	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-239	https://norcca.scrol.net/species/leptolyngbya-cf-tenuis	Leptolyngbya cf. tenuis	177504	niva-cya-239
NIVA-CYA 24	Planktothrix prolifica	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-24	https://norcca.scrol.net/species/planktothrix-prolifica	Planktothrix prolifica	572062	niva-cya-24
NIVA-CYA 240/1	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-2401	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-2401
NIVA-CYA 241	Phormidium sp.	Cyanobacteria	Cyanophyceae	Terrestric	https://norcca.scrol.net/strain/niva-cya-241	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-241
NIVA-CYA 242	Snowella lacustris	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-242	https://norcca.scrol.net/species/snowella-lacustris	Snowella lacustris	146645	niva-cya-242
NIVA-CYA 245	Cylindrospermum sp.	Cyanobacteria	Cyanophyceae	Soil	https://norcca.scrol.net/strain/niva-cya-245	https://norcca.scrol.net/species/cylindrospermum-sp	Cylindrospermum	146640	niva-cya-245
NIVA-CYA 246	Anabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-246	https://norcca.scrol.net/species/anabaena-sp	Anabaena	146585	niva-cya-246
NIVA-CYA 247	Anabaena sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-247	https://norcca.scrol.net/species/anabaena-sp	Anabaena	146585	niva-cya-247
NIVA-CYA 248	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Stream	https://norcca.scrol.net/strain/niva-cya-248	https://norcca.scrol.net/species/oscillatoria-sancta	Oscillatoria sancta	177518	niva-cya-248
NIVA-CYA 249	Oscillatoria sancta	Cyanobacteria	Cyanophyceae	Stream	https://norcca.scrol.net/strain/niva-cya-249	https://norcca.scrol.net/species/oscillatoria-sancta	Oscillatoria sancta	177518	niva-cya-249
NIVA-CYA 25	Leptolyngbya tenuis	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-25	https://norcca.scrol.net/species/leptolyngbya-tenuis	Leptolyngbya tenuis	177504	niva-cya-25
NIVA-CYA 250/3	Phormidium sp.	Cyanobacteria	Cyanophyceae	Stream	https://norcca.scrol.net/strain/niva-cya-2503	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-2503
NIVA-CYA 253	Spirulina major	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-253	https://norcca.scrol.net/species/spirulina-major	Spirulina major	660933	niva-cya-253
NIVA-CYA 254	Lyngbya sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-254	https://norcca.scrol.net/species/lyngbya-sp	Lyngbya	146538	niva-cya-254
NIVA-CYA 255	Leptolyngbya sp.	Cyanobacteria	Cyanophyceae	Soil, rice field	https://norcca.scrol.net/strain/niva-cya-255	https://norcca.scrol.net/species/leptolyngbya-sp	Leptolyngbya	146994	niva-cya-255
NIVA-CYA 258/1	Cyanothece aeruginosa	Cyanobacteria	Cyanophyceae	Gravel,	https://norcca.scrol.net/strain/niva-cya-2581	https://norcca.scrol.net/species/cyanothece-aeruginosa	Cyanothece aeruginosa	578252	niva-cya-2581
NIVA-CYA 26	Phormidium sp.	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-26	https://norcca.scrol.net/species/phormidium-sp	Phormidium	146690	niva-cya-26
NIVA-CYA 260	Microcoleus cf. amoenus	Cyanobacteria	Cyanophyceae	Bryophyte vegetation	https://norcca.scrol.net/strain/niva-cya-260	https://norcca.scrol.net/species/microcoleus-cf-amoenus	Microcoleus cf. amoenus	840001	niva-cya-260
NIVA-CYA 261/1	Tychonema bourrellyi	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/niva-cya-2611	https://norcca.scrol.net/species/tychonema-bourrellyi	Tychonema bourrellyi	615642	niva-cya-2611
