List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_um3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Alexandrium	Alexandrium ostenfeldii			(Paulsen) Balech & Tangen 1985	109712	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109712	AU	rotational ellipsoid	?/6*d^2*l	3			cell	38-50x38-50	44				42		1	40619,04	6		4592,518317				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Alexandrium	Alexandrium pseudogonyaulax			(Biecheler) Horiguchi ex Kita & Fukuyo 1992	109713	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109713	AU	rotational ellipsoid	?/6*d^2*l	1			cell	30-40x30-40	35				35		1	22437,91667			2630,427568				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Alexandrium	Alexandrium pseudogonyaulax			(Biecheler) Horiguchi ex Kita & Fukuyo 1992	109713	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109713	AU	rotational ellipsoid	?/6*d^2*l	2			cell	45-50x50-60	55				47,5		1	64942,39583			7135,391898				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Alexandrium	Alexandrium tamarense			(Lebour) Balech 1995	109714	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109714	AU	rotational ellipsoid	?/6*d^2*l	1			cell	25-27x25	25				26		1	8844,333333	6		1097,418513				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Alexandrium	Alexandrium tamarense			(Lebour) Balech 1995	109714	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109714	AU	rotational ellipsoid	?/6*d^2*l	2			cell	 28-32x35	35				30		1	16485	6		1969,247381				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GONYAULACALES	Alexandrium	Alexandrium tamarense			(Lebour) Balech 1995	109714	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109714	AU	rotational ellipsoid	?/6*d^2*l	3			cell	 31-33x33	33				32		1	17684,48	6		2103,501933				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	ACTINISCALES	Actiniscus	Actiniscus pentasterias			(Ehrenberg) Ehrenberg 1844 	109717	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109717	HT	sphere	?/6*d^3	1			cell	35					35		1	22437,91667			2630,427568				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium acutissimum			Schiller 1933	109718	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109718	AU	2 cones	?/12*d^2*h	1			cell	5-10x15-20				18	7		1	230,79			35,76963447				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium carterae			Hulburt 1957	109723	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109723	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	 8-10x15-20	17				9	5,4	1	432,378			64,49553663				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium crassum			Lohmann 1908	109726	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109726	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	10-14x 20-24	22,5				12	8,04	1	1136,052			159,7616992				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium crassum			Lohmann 1908	109726	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109726	HT	flattened ellipsoid	?/6*l*d1*d2	2			cell	15-20x25-30	27,5				17	11,39	1	2786,658417			371,0115075				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium crassum			Lohmann 1908	109726	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109726	HT	flattened ellipsoid	?/6*l*d1*d2	3			cell	8-12x15-20	17,5				10	8	1	732,6666667			105,8280739				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium incoloratum			P.H.Campbell 1973	109733	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109733	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	 20x30	30				20	13,4	1	4207,6			546,288548				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium longum			Lohmann 1908	109741	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109741	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	10-12x30-35	32				11	7,37	1	1357,652267			188,8609625				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium operculatum			Claparède & Lachmann 1859	109745	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109745	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	45x50	50				45	30,15	1	35501,625			4047,033891				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium sphenoides			WüIff 1916	109754	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109754	HT	2 cones	?/12*d^2*h	1			cell	8.5x36				36	8,5		1	680,595			98,74981516				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium sphenoides			WüIff 1916	109754	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109754	HT	2 cones	?/12*d^2*h	2			cell	14x36				36	14		1	1846,32			252,0670042				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	AMPHIDINIALES	Amphidinium	Amphidinium sphenoides			WüIff 1916	109754	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109754	HT	2 cones	?/12*d^2*h	3			cell	15x45				45	15		1	2649,375			353,8224909				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Cochlodinium	Cochlodinium helicoides			Lebour 1925	109766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109766	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	20x25	25				20	10	1	2616,666667			349,7192197				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Cochlodinium	Cochlodinium pupa			Lebour 1925	109773	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109773	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	30x40	40				30	20	1	12560			1525,474747				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium gracile			Bergh 1881	109800	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109800	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	30x70	70				30	21	1	23079	HD fact.=0.7		2700,937297				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium gracile			Bergh 1881	109800	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109800	HT	flattened ellipsoid	?/6*l*d1*d2	4			cell	50x70	70				50	35	1	64108,33333	HD fact.=0.7		7049,307474				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium gracile			Bergh 1881	109800	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109800	HT	flattened ellipsoid	?/6*l*d1*d2	2			cell	50x90	90				50	35	1	82425	HD fact.=0.7		8925,511434				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium gracile			Bergh 1881	109800	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109800	HT	flattened ellipsoid	?/6*l*d1*d2	3			cell	60x100	100				60	42	1	131880	HD fact.=0.7		13877,19767				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium ostenfeldii			J.Schiller 1928	109819	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109819	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	8-9x14-16	15				8,5	5,695	1	379,998875			57,13067313				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium vestifici			Schütt 1895	109837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109837	HT	2 cones	?/12*d^2*h	6			cell	12x19				19	12		1	715,92			103,5551047			Gymnodinium vestificii	Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium vestifici			Schütt 1895	109837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109837	HT	2 cones	?/12*d^2*h	7			cell	12x25				25	12		1	942			133,9946778			Gymnodinium vestificii	Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium vestifici			Schütt 1895	109837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109837	HT	2 cones	?/12*d^2*h	8			cell	14x29				29	14		1	1487,313333			205,7499184			Gymnodinium vestificii	Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium vestifici			Schütt 1895	109837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109837	HT	2 cones	?/12*d^2*h	9			cell	14x35				35	14		1	1795,033333			245,4866307			Gymnodinium vestificii	Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gymnodinium	Gymnodinium vestifici			Schütt 1895	109837	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109837	HT	2 cones	?/12*d^2*h	10			cell	15x47				47	15		1	2767,125			368,5689741			Gymnodinium vestificii	Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium crassum			(Pouchet) Kofoid & Swezy 1921	109849	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109849	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	80	80				40	26,8	1	44881,06667			5043,605014				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium dominans			Hulbert 1957	109851	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109851	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	40	40				25	16,75	1	8765,833333			1088,269792				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium flagellare			Schiller 1928	109854	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109854	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	8	8				4	2,68	1	44,88106667			7,686720111				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium fusiforme			Kofoid & Swezy 1921	109856	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109856	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	18-22x70-80	75				20	13,4	1	10519	HD fac.=0.67		1291,480236				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium fusiforme			Kofoid & Swezy 1921	109856	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109856	HT	flattened ellipsoid	?/6*l*d1*d2	2			cell	22-27x70-80	75				25	16,75	1	16435,9375	HD fac.=0.67		1963,743538				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium fusiforme			Kofoid & Swezy 1921	109856	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109856	HT	flattened ellipsoid	?/6*l*d1*d2	3			cell	27-32x70-80	75				30	20,1	1	23667,75	HD fac.=0.67		2765,585879				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium fusiforme			Kofoid & Swezy 1921	109856	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109856	HT	flattened ellipsoid	?/6*l*d1*d2	4			cell	32-37x70-80	75				35	23,45	1	32214,4375	HD fac.=0.67		3694,138892				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium lachryma			(Meunier) Kofoid & Swezy 1921	109859	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109859	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	30-40x90-110	100				35	23,45	1	42952,58333			4839,836535				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	1			cell	18-22x70-100				85	20		1	8896,666667			1103,514906				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	2			cell	 22-27x70-100				85	25		1	13901,04167			1677,93529				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	3			cell	 27-32x70-100				85	30		1	20017,5			2363,07545				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	4			cell	32-37x70-100				85	35		1	27246,04167			3156,484486				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	5			cell	 37-42x70-100				85	40		1	35586,66667			4056,136256				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	6			cell	 37-42x100-150				130	40		1	54426,66667			6044,786582				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	7			cell	42-47x100-150				130	45		1	68883,75			7541,285962				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Gyrodinium	Gyrodinium spirale			(Bergh) Kofoid & Swezy 1921	109876	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109876	HT	2 cones	?/12*d^2*h	8			cell	47-52x100-150				130	50		1	85041,66667			9191,321907				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	TOVELLIALES	Katodinium	Katodinium glaucum			(Lebour) Loeblich III 1965	109885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109885	HT	half cone + cut flattened ellipsoid	(?/24 *d1^2 * h*0.3) + (?/6 * d1* d2 * h*0.7)	1			cell	16x22	22				16	8	1	1252,650667	HD fac.=0.5		175,112076				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	TOVELLIALES	Katodinium	Katodinium glaucum			(Lebour) Loeblich III 1965	109885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109885	HT	half cone + cut flattened ellipsoid	(?/24 *d1^2 * h*0.3) + (?/6 * d1* d2 * h*0.7)	2			cell	14-15x33-36	34,5				14,5	7,25	1	1613,327094	HD fac.=0.5		222,0777815				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	TOVELLIALES	Katodinium	Katodinium glaucum			(Lebour) Loeblich III 1965	109885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109885	HT	half cone + cut flattened ellipsoid	(?/24 *d1^2 * h*0.3) + (?/6 * d1* d2 * h*0.7)	3			cell	20-22x25-30	27				21	10,5	1	2648,31525	HD fac.=0.5		353,6895936				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	TOVELLIALES	Katodinium	Katodinium glaucum			(Lebour) Loeblich III 1965	109885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109885	HT	half cone + cut flattened ellipsoid	(?/24 *d1^2 * h*0.3) + (?/6 * d1* d2 * h*0.7)	4			cell	20x50	50				20	10	1	4448,333333	HD fac.=0.5		575,5870812				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	TOVELLIALES	Katodinium	Katodinium glaucum			(Lebour) Loeblich III 1965	109885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109885	HT	half cone + cut flattened ellipsoid	(?/24 *d1^2 * h*0.3) + (?/6 * d1* d2 * h*0.7)	5			cell	23-25x31-33	32				24	12	1	4099,584	HD fac.=0.5		533,1094899				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	TOVELLIALES	Katodinium	Katodinium glaucum			(Lebour) Loeblich III 1965	109885	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109885	HT	half cone + cut flattened ellipsoid	(?/24 *d1^2 * h*0.3) + (?/6 * d1* d2 * h*0.7)	6			cell	 26-30x34-36	35				28	14	1	6103,113333	HD fac.=0.5		774,6161519				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	 22x42	42				22	10	1	4835,6			622,5190522				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	2			cell	 15x30	30				15	10	1	2355			316,7766903				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	3			cell	15x35	35				15	10	1	2747,5			366,1139293				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	4			cell	15x40	40				15	10	1	3140			415,0215908				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	5			cell	20x50	50				20	10	1	5233,333333			670,4812952				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	6			cell	20x55	55				20	10	1	5756,666667			733,2539277				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium robustum			Kofoid & Swezy 1921	109889	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109889	AU	flattened ellipsoid	?/6*l*d1*d2	7			cell	20x65	65				20	10	1	6803,333333			857,7870282				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium teredo			(Pouchet) Kofoid & Swezy 1921	109890	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109890	AU	flattened ellipsoid	?/6*l*d1*d2	1			cell	20-25x40-70	55				20	25	1	14391,66667			1733,484912				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Torodinium	Torodinium teredo			(Pouchet) Kofoid & Swezy 1921	109890	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109890	AU	flattened ellipsoid	?/6*l*d1*d2	2			cell	25-35x90-100	95				25	35	1	43502,08333			4897,953906				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	1			cell	 40x80				80	40		1	100480			10749,95188				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	2			cell	 50x60				60	50		1	117750			12476,30695				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	3			cell	 55x75				75	55		1	178096,875			18400,09291				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	4			cell	 60x100				100	60		1	282600			28386,01364				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	5			cell	 75x160				160	75		1	706500			67107,34782				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	6			cell	70x115				115	70		1	442347,5			43234,03304				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	GYMNODINIALES	Polykrikos	Polykrikos schwartzii			Bütschli 1873	109901	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109901	HT	cylinder	?/4*d^2*h	7			cell	 70x130				130	70		1	500045			48509,10767				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	OXYRRHINALES	Oxyrrhis	Oxyrrhis marina			Dujardin 1841	109902	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109902	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	8x14	14				8	5	1	293,0666667			44,76465316				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Pronoctiluca	Pronoctiluca pelagica			Fabre-Domergue 1889	109903	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109903	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	12x30-40	35				12	10	1	2198	4		296,9051633				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Kofoidinium	Kofoidinium velleloides			Pavillard 1929	109920	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109920	HT	flattened ellipsoid	?/6*l*d1*d2	1			cell	100-300	200				200	50	1	1046666,667			97063,02732				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca	Noctiluca scintillans			(Macartney) Kofoid & Swezy 1921	109921	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109921	HT	sphere	?/6*d^3	1			cell	 300-500					400		1	33493333,33	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		100480				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca	Noctiluca scintillans			(Macartney) Kofoid & Swezy 1921	109921	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109921	HT	sphere	?/6*d^3	2			cell	 500-700					600		1	113040000	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		339120				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca	Noctiluca scintillans			(Macartney) Kofoid & Swezy 1921	109921	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109921	HT	sphere	?/6*d^3	3			cell	 700-900					800		1	267946666,7	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		803840				Species	
PEG_BVOL2021	x		DINOPHYTA (PYRROPHYTA)	Dinophyceae	NOCTILUCALES	Noctiluca	Noctiluca scintillans			(Macartney) Kofoid & Swezy 1921	109921	http://www.marinespecies.org/aphia.php?p=taxdetails&id=109921	HT	sphere	?/6*d^3	4			cell	 900-1100					1000		1	523333333,3	Special case of a large dinoflagellate with considerable vacuole. See text and tables in Menden-Deuer & Lessard  (2000)		1570000				Species	
