List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira hyperborea var. pelagica			(Cleve-Euler) Hasle in Hasle & Lange 1989	163499	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163499	AU	cylinder	?/4*d^2*h	4			cell	25-30				13,75	27,5		1	8162,773438	6		428,442847				Variety	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira hyperborea var. pelagica			(Cleve-Euler) Hasle in Hasle & Lange 1989	163499	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163499	AU	cylinder	?/4*d^2*h	5			cell	 30-35				16,25	32,5		1	13473,78906	6		643,29277				Variety	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	1			cell	 25-30				11	27,5		1	6530,21875	"6; HD fac.=0.4"		357,518794				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	2			cell	 30-35				13	32,5		1	10779,03125	"6; HD fac.=0.4"		536,802648				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	3			cell	 35-40				22,5	37,5		1	24837,89063	"6; HD fac.=0.6"		1056,40517				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	4			cell	 80-90				25	85		1	141790,625	6		4338,889839				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	5			cell	 40-50				25	45		1	39740,625	"6; HD fac.=0.6"		1546,577985				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	6			cell	 50-60				25	55		1	59365,625	"6; HD fac.=0.6"		2141,555869				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	7			cell	 60-70				25	65		1	82915,625	"6; HD fac.=0.6"		2808,061343				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira lacustris			(Grunow) Hasle 1977	163494	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163494	AU	cylinder	?/4*d^2*h	8			cell	 70-80				25	75		1	110390,625	"6; HD fac.=0.6"		3541,689596				Species	 - 
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira levanderi			van Goor 1924	149308	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149308	AU	cylinder	?/4*d^2*h	1			cell	 7-9				4,8	8		1	241,152	"6; HD fac.= 0.6"		24,62807				Species	often in pairs or short chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira levanderi			van Goor 1924	149308	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149308	AU	cylinder	?/4*d^2*h	2			cell	 9-11				6	10		1	471	"6; HD fac.= 0.6"		42,385025				Species	often in pairs or short chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira levanderi			van Goor 1924	149308	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149308	AU	cylinder	?/4*d^2*h	3			cell	 11-13				7,2	12		1	813,888	"6; HD fac.= 0.6"		66,048113				Species	often in pairs or short chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira levanderi			van Goor 1924	149308	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149308	AU	cylinder	?/4*d^2*h	4			cell	 13-15				8,4	14		1	1292,424	"6; HD fac.= 0.6"		96,104108				Species	often in pairs or short chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira levanderi			van Goor 1924	149308	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149308	AU	cylinder	?/4*d^2*h	5			cell	15-17				9,6	16		1	1929,216	"6; HD fac.= 0.6"		132,995321				Species	often in pairs or short chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira minima			Gaarder 1951	148925	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148925	AU	cylinder	?/4*d^2*h	1			cell	 5-15				5	10		1	392,5	"6; HD fac.= 0.5"		36,559181				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira nordenskioeldii			Cleve 1873	148931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931	AU	cylinder	?/4*d^2*h	1			cell	 10-15				11	12,5		1	1349,21875	6		99,51517				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira nordenskioeldii			Cleve 1873	148931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931	AU	cylinder	?/4*d^2*h	2			cell	 15-20				12	17,5		1	2884,875	6		184,312795				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira nordenskioeldii			Cleve 1873	148931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931	AU	cylinder	?/4*d^2*h	3			cell	 20-25				13	22,5		1	5166,28125	6		295,651361				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira nordenskioeldii			Cleve 1873	148931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931	AU	cylinder	?/4*d^2*h	4			cell	 25-30				14	27,5		1	8311,1875	6		434,749655				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira nordenskioeldii			Cleve 1873	148931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931	AU	cylinder	?/4*d^2*h	5			cell	 30-35				17	32,5		1	14095,65625	6		667,268566				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira nordenskioeldii			Cleve 1873	148931	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148931	AU	cylinder	?/4*d^2*h	6			cell	 35-40				18	37,5		1	19870,3125	6		881,528783				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira proschkinae			Makarova 1979	148933	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148933	AU	cylinder	?/4*d^2*h	1			cell	 5-6 				2,7	5,4		1	61,80462	6		8,164141				Species	cells entagled with threads in large colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira pseudonana			Hasle & Heimdal 1970	148934	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148934	AU	cylinder	?/4*d^2*h	1			cell	 4-6 				3,25	5		1	63,78125	"6; HD fac.=0.65"		8,375265				Species	colonies not observed
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira pseudonana			Hasle & Heimdal 1970	148934	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148934	AU	cylinder	?/4*d^2*h	2			cell	 6-8 				4,55	7		1	175,01575	"6; HD fac.=0.65"		18,990135				Species	colonies not observed
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira punctigera			(Castracane) Hasle 1983	148936	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148936	AU	cylinder	?/4*d^2*h	1			cell	 40-50 				22,5	45		1	35766,5625	"*  6; HD fac.=0.5"		1419,915496				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira punctigera			(Castracane) Hasle 1983	148936	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148936	AU	cylinder	?/4*d^2*h	2			cell	 50-60 				27,5	55		1	65302,1875	"*  6; HD fac.=0.5"		2313,656474				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira punctigera			(Castracane) Hasle 1983	148936	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148936	AU	cylinder	?/4*d^2*h	3			cell	 60-70 				32,5	65		1	107790,3125	"*  6; HD fac.=0.5"		3473,878699				Species	cells in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	1			cell	 3-7				3,25	5		1	63,78125	"6; HD fac.=0.65"		8,375265				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	2			cell	 7-12				6,5	10		1	510,25	"6; HD fac.=0.65"		45,227701				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	3			cell	 12-17				9,75	15		1	1722,09375	"6; HD fac.=0.65"		121,292667				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	4			cell	 17-22				10	20		1	3140	"6; HD fac.=0.5"		197,42513				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	5			cell	 22-27				12,5	25		1	6132,8125	"6; HD fac.=0.5"		339,769581				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	6			cell	 27-32				15	30		1	10597,5	"6; HD fac.=0.5"		529,459159				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	7			cell	 32-40				17,5	35		1	16828,4375	"6; HD fac.=0.5"		770,395974				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	8			cell	 40-50				22,5	45		1	35766,5625	"6; HD fac.=0.5"		1419,915496				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	9			cell	 50-60				27,5	55		1	65302,1875	"6; HD fac.=0.5"		2313,656474				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	10			cell	 60-70				19,5	65		1	64674,1875	"6; HD fac.=0.3"		2295,59523				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	11			cell	 70-90				24	80		1	120576	"6; HD fac.=0.3"		3804,477809				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	THALASSIOSIRALES	Thalassiosira	Thalassiosira			Cleve 1873	148912	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148912	AU	cylinder	?/4*d^2*h	12			cell	 90-110				30	100		1	235500	"6; HD fac.=0.3"		6547,524271				Genus	solitary or in chains
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Achnanthes	Achnanthes			Bory 1822	149191	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149191	AU	oval cylinder	?/4*d1*d2*h	5			cell	2-3x10				3	10	5	1	117,75	HD fac.=0.6		13,770249				Genus	single cells or ribbon-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Achnanthes	Achnanthes			Bory 1822	149191	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149191	AU	oval cylinder	?/4*d1*d2*h	6			cell	2.5-3.5x12-17				3	15	5	1	176,625	HD fac.=0.6		19,131622				Genus	single cells or ribbon-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Achnanthes	Achnanthes			Bory 1822	149191	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149191	AU	oval cylinder	?/4*d1*d2*h	7			cell	3.5-4.5x17-22				4,2	20	6	1	395,64	HD fac.=0.7		36,796198				Genus	single cells or ribbon-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Achnanthes	Achnanthes			Bory 1822	149191	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149191	AU	oval cylinder	?/4*d1*d2*h	8			cell	4.5-6.5x25-35				4,9	30	7	1	807,765	HD fac.=0.7		65,644848				Genus	single cells or ribbon-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionella	Asterionella formosa			Hassall 1850	148954	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148954	AU	parallelepiped	l*w*h	1			cell	 3-4x40-60	50		3,5	3,5			1	612,5			52,448797				Species	star-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionella	Asterionella formosa			Hassall 1850	148954	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148954	AU	parallelepiped	l*w*h	2			cell	 3-4x60-80	70		3,5	3,5			1	857,5			68,904148				Species	star-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionella	Asterionella formosa			Hassall 1850	148954	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148954	AU	parallelepiped	l*w*h	3			cell	 3-4x80-100	90		3,5	3,5			1	1102,5			84,481483				Species	star-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionella	Asterionella formosa			Hassall 1850	148954	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148954	AU	parallelepiped	l*w*h	4			cell	 3-4x100-120	110		3,5	3,5			1	1347,5			99,412346				Species	star-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionellopsis	Asterionellopsis glacialis			(Castracane) Round 1990	149139	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149139	AU	pyramid	1/3*l1*l2*h-10%	4			cell	7-9x7-9	8	8		8			1	153,6	"15; only swollen base included in biovolume calculation, spine not included"		17,08267		New size class of size class 1, correction due to: Geometric shape cone + half sphere-40% does not correspond to actual cell shape and leads to underestimation of biovolume, Comment in column AA - only swollen base included in biovolume calculation, spine not included, SizeRange changed from 8x65-75 to 7-9x7-9		Species	single cells or spiral-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionellopsis	Asterionellopsis glacialis			(Castracane) Round 1990	149139	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149139	AU	pyramid	1/3*l1*l2*h-10%	5			cell	9-11x9-11	10	10		10			1	300	"15; only swollen base included in biovolume calculation, spine not included"		29,399357		New size class of size class 2, correction due to: Geometric shape cone + half sphere-40% does not correspond to actual cell shape and leads to underestimation of biovolume, Comment in column AA - only swollen base included in biovolume calculation, spine not included, SizeRange changed from 10x85-95 to 9-11x9-11		Species	single cells or spiral-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Asterionellopsis	Asterionellopsis glacialis			(Castracane) Round 1990	149139	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149139	AU	pyramid	1/3*l1*l2*h-10%	6			cell	11-13x11-13	12	12		12			1	518,4	"15; only swollen base included in biovolume calculation, spine not included"		45,81269		New size class of size class 3, correction due to: Geometric shape cone + half sphere-40% does not correspond to actual cell shape and leads to underestimation of biovolume, Comment in column AA - only swollen base included in biovolume calculation, spine not included, SizeRange changed from 12x95-105 to 11-13x11-13		Species	single cells or spiral-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Bacillaria	Bacillaria paxillifera			(O.F.Müller) T.Marsson 1901	558243	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558243	AU	parallelepiped	l*w*h	1			cell	4-6x70-120	95		5	5			1	2375			157,418467				Species	regular to irregular ribbon-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Belonastrum	Belonastrum berolinensis			(Lemmermann) Round & Maidana 2001	621696	http://www.marinespecies.org/aphia.php?p=taxdetails&id=621696	AU	parallelepiped-20%	l*w*h*0.8	2			cell	2.5-3x30-40	36,4		2,8	2,8			1	228,3008			23,558195			Synedra berolinensis	Species	star-shaped colonies
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis pediculus			Ehrenberg 1838	149377	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149377	AU	oval cylinder	?/4*d1*d2*h	1			cell	 30-35				8,4	33,6	25,2	1	5583,27168	8		314,861292				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	1			cell	 23-27				7	25	19,6	1	2692,55	8		174,283114				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	2			cell	 27-33				7	30	22,4	1	3692,64	8		225,165978				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	3			cell	 33-37				8	35	28	1	6154,4	8		340,739205				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	4			cell	 38-43				8,4	41	30,8	1	8326,9032	8		435,416236				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	5			cell	 43-47				8,4	45	31	1	9198,63	8		472,032567				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	6			cell	13-Oct				3	11,5	7	1	189,5775	8		20,261779				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	7			cell	13-16				4	14,5	10	1	455,3	8		41,235559				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	8			cell	16-20				6	17,5	12	1	989,1	8		77,36282				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula			Ehrenberg 1838	148990	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148990	AU	oval cylinder	?/4*d1*d2*h	9			cell	20-23				7	21,5	15	1	1772,1375	8		124,143473				Species	-
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	BACILLARIALES (PENNALES)	Cocconeis	Cocconeis placentula var. placentula			Ehrenberg 1838	163873	http://www.marinespecies.org/aphia.php?p=taxdetails&id=163873	AU	oval cylinder	?/4*d1*d2*h	1			cell	 23-27				7	25	19,6	1	2692,55	8		174,283114				Variety	-
