scientific_name	dyntaxa_id	author	valid_name	taxon_id
Trachelomonas volvocina	238584	Ehrenb.	Trachelomonas volvocina	163404
Lepocinclis ovum	238591	(Ehrenb.) Lemmerm.	Lepocinclis ovum	163408
Trachelomonas oblonga	257749	Lemmerm.	Trachelomonas oblonga	163410
Trachelomonas volvocinopsis	257759	Svirenko	Trachelomonas volvocinopsis	163411
Trachelomonas hispida	238582	(Perty) F. Stein emend. Deflandre	Trachelomonas hispida	163412
Trachelomonas armata	238581	(Ehrenb.) F. Stein	Trachelomonas armata	163413
Stephanodiscus hantzschii var. pusillus	256804	(Grunow) Willi Krieg.	Stephanodiscus hantzschii var. pusillus	163414
Trachelomonas obovata	257750	A. Stokes emend. Deflandre	Trachelomonas obovata	163415
Strombomonas	1010667	Deflandre	Strombomonas	163418
Strombomonas verrucosa	257731	(Daday) Deflandre	Strombomonas verrucosa	163421
Strombomonas deflandrei	238585	(Roll) Deflandre, 1930	Strombomonas deflandrei	163423
Stephanodiscus hantzschii f. tenuis	262405	(Hust.) Håk.& Stoermer	Stephanodiscus hantzschii f. tenuis	163424
Strombomonas tambowika	257730	(Svirenko) Deflandre	Strombomonas tambowika	163426
Stephanodiscus minutulus	237222	(Kütz.) Cleve & J.D.Möller	Stephanodiscus minutulus	163427
Protoperidinium deficiens	238255	(Meunier) Balech, 1974	Protoperidinium deficiens	163429
Stephanodiscus neoastraea	237223	Håk. & B.Hickel	Stephanodiscus neoastraea	163433
Stephanodiscus rotula	257391	(Kütz.) Hendey	Stephanodiscus rotula	163435
Stephanodiscus subtilis	237226	(van Goor) Cleve-Euler, 1951	Stephanodiscus subtilis	163437
Terpsinoë	1010395	Ehrenberg	Terpsinoë	163442
Terpsinoë americana	237388	(Bailey) Ralfs in Pritchard, 1861	Terpsinoë americana	163444
Tetraselmis suecica	238996	(Kylin) Butcher	Tetraselmis suecica	163447
Euglena pisciformis	257709	G.A. Klebs	Euglena pisciformis	163455
Euglena hemichromata	238597	Skuja	Euglena hemichromata	163457
Euglena gracilis	257706	G.A. Klebs	Euglena gracilis	163460
Euglena granulata	257710	(G.A.Klebs) F.Schmitz	Euglena granulata	163465
Kephyrion	1010316	Pascher	Kephyrion	163474
Micractiniaceae	2003287	G.M.Sm.	Micractiniaceae	163476
Thalassiosira baltica var. fluviatilis	256807	Cleve-Euler	Thalassiosira baltica var. fluviatilis	163477
Micractinium	1010726	Fresenius	Micractinium	163478
Micractinium pusillum	238732	Fresen., 1858	Micractinium pusillum	163479
Thalassiosira guillardii	237265	Hasle	Conticribra guillardii	163487
Ankistrodesmus	1010801	Corda	Ankistrodesmus	163489
Ankistrodesmus falcatus	238937	(Corda) Ralfs, 1848	Ankistrodesmus falcatus	163490
Thalassiosira hyperborea	237268	(Grunow) Hasle, 1989	Thalassiosira hyperborea	163491
Coscinodiscus lacustris	256786	Grunow	Coscinodiscus lacustris	163493
Thalassiosira lacustris	237271	(Grunow in Cleve & Grunow, 1880) Hasle in Hasle & G. Fryxell, 1977	Thalassiosira lacustris	163494
Thalassiosira hyperborea var. pelagica	248615	NA	Thalassiosira hyperborea var. pelagica	163499
Thalassiosira weissflogii	237290	(Grunow) G.A.Fryxell & Hasle	Conticribra weissflogii	163513
Urosolenia longiseta	237464	(O.Zacharias) Edlund & Stoermer	Urosolenia longiseta	163520
Rhizosolenia longiseta	237464	O.Zacharias	Urosolenia longiseta	163522
Achnanthes bottnica	262819	(Cleve) Cleve	Karayevia bottnica	163523
Achnanthidiaceae	2003878	D.G.Mann	Achnanthidiaceae	163530
Achnanthidium	1016137	Kütz.	Achnanthidium	163531
Karayevia	1016166	Round & Bukht. ex Round	Karayevia	163533
Karayevia clevei	237766	(Grunow) Bukht.	Karayevia clevei	163534
Planothidium	1016139	Round & Bukht.	Planothidium	163540
Planothidium dubium	263011	(Grunow) Round & Bukht.	Planothidium dubium	163578
Achnanthes minuscula	237779	Hust.	Achnanthes minuscula	163580
Achnanthes minutissima	6012092	Kütz.	Achnanthidium minutissimum	163582
Achnanthidium minutissimum	6012092	(Kütz.) Czarn.	Achnanthidium minutissimum	163594
Didiniidae	6009240	NA	Didiniidae	163617
Pauliella	1010432	Round & Basson	Pauliella	163623
Pauliella taeniata	237490	(Grunow) Round & Basson	Pauliella taeniata	163624
Achnanthes thermalis	237790	(Rabenh.) Schönf.	Achnanthes thermalis	163626
Amphipleura pellucida	237500	(Kütz.) Kütz.	Amphipleura pellucida	163633
Amphiprora costata	237495	Hust.	Entomoneis costata	163636
Entomoneis ornata	262580	(Bailay) Reimer	Entomoneis ornata	163645
Entomoneis paludosa	237498	(W.Sm.) Reimer	Entomoneis paludosa	163646
Amphiprora paludosa var. paludosa	248667	NA	Entomoneis paludosa var. paludosa	163647
Amphiprora pseudoduplex	237499	(Osada & Kobayasi)	Entomoneis pseudoduplex	163650
Amphora commutata	237923	Grunow in Van Heurck, 1880	Amphora commutata	163655
Amphora copulata	237924	(Kütz.) Schoeman & R.E.M.Archibald	Amphora copulata	163656
Amphora delicatissima	237925	Krasske in Hustedt, 1930	Amphora delicatissima	163665
Amphora micrometra	237928	Giffen, 1966	Amphora micrometra	163669
Amphora normanii	237929	Rabenh.	Halamphora normanii	163670
Amphora pediculus	6008148	(Kütz.) Grunow in A.Schmidt	Amphora indistincta	163673
Amphora perpusilla	237932	(Grunow) Grunow in Van Heurck, 1884	Amphora perpusilla	163676
Lyrellales	3000601	D.G.Mann	Lyrellales	163680
Aneumastus	1010470	D.G. Mann & A.J. Stickle	Aneumastus	163681
Aneumastus tusculus	237806	(Ehrenberg) D.G. Mann & Stickle in Round et al., 1990	Aneumastus tusculus	163682
Ardissoneales	6053489	Round	Toxariales	163701
Ardissoneaceae	2003748	Round	Ardissoneaceae	163702
Ardissonea	1014021	De Not.	Ardissonea	163703
Synedra fulgens	238661	(Grev.) W.Sm.	Ardissonea fulgens	163712
Dolichospermum flos-aquae	236908	(Bréb. ex Bornet & Flahault) Wacklin & al.	Dolichospermum flos-aquae	1637127
Auricula hoffmannii	237888	Simonsen, 1959	Auricula hoffmannii	163723
Bleakeleya	1010510	Round	Bleakeleya	163735
Bleakeleya notata	237983	(Grunow) Round in Round et al., 1990	Bleakeleya notata	163736
Tetraselmis convolutae	238990	(Parke & Manton) R.E.Norris, T.Hori & Chihara	Tetraselmis convolutae	163747
Brachysira serians	237505	(Bréb. ex Kütz.) Round & Mann	Brachysira serians	163748
Brebissonia lanceolata	237822	(C.A. Agardh) Mahoney & Reimer, 1984	Brebissonia lanceolata	163765
Caloneis bacillum	6006318	s.auct., p.p.	Caloneis fontinalis	163775
Caloneis crassa	237536	(Gregory) R. Ross in Hartley	Caloneis crassa	163777
Tintinnopsis	1009936	Stein, 1867	Tintinnopsis	163780
Tintinnopsis beroidea	238545	von Stein, 1867	Tintinnopsis beroidea	163782
Caloneis molaris	237537	(Grunow) Krammer	Caloneis molaris	163783
Caloneis permagna	237538	(J.W.Bailey) Cleve	Caloneis permagna	163787
Caloneis schumanniana	237539	(Grunow) Cleve	Caloneis schumanniana	163790
Astasia	1010671	F. Dujardin	Astasia	163791
Tintinnopsis nana	6009252	Lohmann, 1908	Tintinnopsis nana	163804
Caloneis subsalina	237541	(Donkin) Hendey	Caloneis amphisbaena var. subsalina	163807
Campylodiscus bicostatus	237915	W. Smith in Roper, 1854	Campylodiscus bicostatus	163814
Campylodiscus clypeus	237916	(Ehrenb.) Ehrenb. ex Kütz.	Campylodiscus clypeus	163816
Campylodiscus echeneis	237917	Ehrenberg, 1840	Campylodiscus echenëis	163821
Campylodiscus hibernicus	237918	Ehrenb., 1845	Campylodiscus hibernicus	163822
Campylodiscus noricus	237919	Ehrenb., 1841	Campylodiscus noricus	163823
Gyrodinium aureum	263258	(W.Conrad) J.Schiller	Gyrodinium aureum	163826
Catacombas	1010518	D.M. Wiliams & Round	Tabularia	163831
Catacombas gaillonii	237982	(Bory) D.M.Williams & Round	Tabularia gaillonii	163834
Catenula	1010491	Mereschkowsky	Catenula	163838
Catenula adhaerens	237920	(Mereschkowsky) Mereschkowsky, 1902-1903	Catenula adhaerens	163839
Cavinulaceae	2003183	D.G.Mann	Cavinulaceae	163842
Cavinula	1010440	Mann & Stickle	Cavinula	163844
Cavinula cocconeiformis	262445	(W.Greg. ex Greville) D.G.Mann & Stickle in Round & al.	Cavinula cocconeiformis	163847
Cavinula lacustris	237508	(Gregory) D.G. Mann & Stickle in Round et al., 1990	Lacustriella lacustris	163850
Cavinula pseudoscutiformis	237509	(Hust.) D.G.Mann & Stickle in Round & al.	Cavinula pseudoscutiformis	163852
Cavinula variostriata	237510	(Krasske) D.G.Mann in Round & al.	Cavinula variostriata	163854
Cocconeis costata	237791	W.Greg.	Cocconeis costata	163856
Cocconeis disculus	237792	(Schumann) Cleve in Cleve & Jentzsch	Cocconeis disculus	163859
Protoperidinium claudicans	238246	(Paulsen) Balech, 1974	Protoperidinium claudicans	163862
Cocconeis neodiminuta	237793	Krammer	Cocconeis neodiminuta	163863
Cocconeis neothumensis	237794	Krammer	Cocconeis neothumensis	163868
Cocconeis pinnata	237796	Gregory ex Greville	Cocconeis pinnata	163872
Cocconeis placentula var. placentula	248653	NA	Cocconeis placentula var. placentula	163873
Cocconeis scutellum var. scutellum	245181	NA	Cocconeis scutellum var. scutellum	163880
Cocconeis scutellum var. parva	262464	(Grunow in Van Heurck) Cleve	Cocconeis scutellum var. parva	163883
Cocconeis stauroneiformis	237799	(W.Sm.) Okuno	Cocconeis stauroneiformis	163885
Cosmioneidaceae	2003184	D.G.Mann	Cosmioneidaceae	163889
Cosmioneis	1010441	D.G. Mann & Stickle	Cosmioneis	163890
Cosmioneis lundstroemii	237511	(P.T. Cleve) D.G. Mann in Round et al., 1990	Cosmioneis lundstroemii	163891
Cosmioneis pusilla	237512	(W. Smith) D.G. Mann & Stickle in Round et al., 1990	Cosmioneis pusilla	163894
Lepocinclis fusiformis	257712	(H.J. Carter) Lemmerm.	Lepocinclis fusiformis	163896
Lepocinclis steinii	238592	Lemmerm.	Lepocinclis steinii	163898
Craticula	1010458	Grunow	Craticula	163902
Craticula ambigua	237673	(Ehrenb.) D.G.Mann in Round & al.	Craticula ambigua	163903
Craticula cuspidata	237674	(Kütz.) D.G.Mann in Round & al.	Craticula cuspidata	163907
Frustulia cuspidata	262324	Kütz.	Navicula cuspidata	163908
Craticula halophila	237675	(Grunow ex Van Heurck) D.G. Mann in Round et al., 1990	Craticula halophila	163909
Tintinnopsis campanula	238546	(Ehrenberg, 1840)	Tintinnopsis campanula	163913
Tintinnopsis acuminata	238543	von Daday, 1887	Tintinnopsis acuminata	163915
Tintinnopsis lata	238550	Meunier, 1910	Tintinnopsis lata	163918
Tintinnopsis lobiancoi	235144	Daday	Tintinnopsis lobiancoi	163919
Ctenophora pulchella	262474	(Ralfs & Kutz.) Williams & Round	Ctenophora pulchella	163922
Protoperidinium curvipes	238252	(Ostenfeld) Balech, 1974	Protoperidinium curvipes	163934
Cymatopleura elliptica	262481	(Bréb. ex Kütz.) W.Sm.	Cymatopleura elliptica	163940
Cymatopleura elliptica var. elliptica	237913	(Bréb. ex Kütz.) W.Sm.	Cymatopleura elliptica var. elliptica	163942
Cymatopleura elliptica var. hibernica	256779	(W. Sm.) Van Heurck	Cymatopleura elliptica var. hibernica	163943
Centritractaceae	2003622	NA	Centritactaceae	163944
Centritractus	1015266	Lemmerm.	Centritractus	163946
Centritractus dubius	263169	Printz	Centritractus dubius	163948
Characiopsidaceae	2003621	Pascher	Characiopsidaceae	163950
Cymbella parva	262495	(W.Sm.) Kirchner	Cymbella parva	163955
Cymbella amphioxys	237835	(Kütz.) Cleve	Encyonopsis neoamphioxys	163957
Cymbella cuspidata	237839	Kütz.	Cymbopleura cuspidata	163965
Cymbella estonica	237842	Mölder	Cymbella estonica	163966
Nannochloris	1010722	Naumann	Nannochloris	163968
Cymbella helvetica	237845	Kütz.	Cymbella helvetica	163973
Cymbella hustedtii	237846	Krasske	Cymbella hustedtii	163974
Coelastrum microporum	238794	Nägeli in A. Braun	Coelastrum microporum	163975
Cymbella obtusiuscula	237851	Kütz.	Cymbella obtusiuscula	163982
Cymbella pusilla	237852	Grunow	Navicymbula pusilla	163984
Cymbella reinhardtii	237853	Grunow	Cymbopleura reinhardtii	163985
Cymbella rupicola	237854	Grunow	Cymbopleura rupicola	163986
Cymbella tumida	237855	(Bréb.) Van Heurck	Cymbella tumida	163987
Cymbella tumidula	237856	Grunow in Ant.Schmidt	Cymbella tumidula	163989
Diatoma constricta	238021	(Grunow in Van Heurck) Williams	Diatoma constricta	163990
Diatoma ehrenbergii	238022	Kütz.	Diatoma ehrenbergii	163992
Diatoma hyemalis	238023	(Roth) Heib.	Odontidium hyemale	163995
Diatoma mesodon	238024	(Ehrenb.) Kützi.	Diatoma mesodon	163997
Diatoma moniliformis	238025	Kütz.	Diatoma moniliformis	164000
Didymosphenia	1010480	M.Schmidt	Didymosphenia	164021
Didymosphenia geminata	237871	(Lyngb.) M.Schmidt	Didymosphenia geminata	164022
Diploneis domblittensis	237518	(Grunow) Cleve	Diploneis domblittensis	164029
Diploneis finnica	237520	(Ehrenb.) Cleve	Diploneis finnica	164034
Diploneis mauleri	237522	(Brun) Cleve	Diploneis mauleri	164046
Diploneis oblongella	237523	(Nägeli) Cleve-Euler	Diploneis oblongella	164048
Pyrocystis lunula	238452	(F.Schütt) F.Schütt	Pyrocystis lunula	164053
Diploneis papula	237526	(Ant.Schmidt) Cleve	Diploneis papula	164057
Pediastrum integrum	238726	Nägeli, 1849	Pseudopediastrum integrum	164060
Pediastrum duplex	257419	Meyen	Pediastrum duplex	164061
Coelastrum sphaericum	238796	Nägeli	Coelastrum sphaericum	164063
Kirchneriella obesa	238744	(G.S. West) Schmidle	Kirchneriella obesa	164070
Kirchneriella lunaris	238743	(Kirchner) Möbius, 1894	Kirchneriella lunaris	164075
Scenedesmus arcuatus	238812	(Lemmerm.) Lemmerm.	Comasiella arcuata	164076
Micractinium quadrisetum	238733	(Lemmerm.) G.M. Sm., 1916	Micractinium quadrisetum	164080
Diploneis stroemii	237529	Hust.	Diploneis stroemii	164085
Encyonema elginense	262545	(Krammer) D.G.Mann in Round & al.	Encyonema elginense var. elginense	164088
Schizochlamys	1010794	A.Braun	Schizochlamys	164090
Schizochlamys gelatinosa	238923	A.Braun	Schizochlamys gelatinosa	164091
Golenkinia	1010725	Chodat	Golenkinia	164093
Golenkinia radiata	238731	(Chodat) Korshikov, 1894	Golenkinia radiata	164095
Characiaceae	2003284	(Nägeli) Wittr.	Characiaceae	164096
Encyonema hyndmanii	237826	W.Sm.	Encyonema hyndmanii	164098
Encyonema lacustre	237827	(C.Agardh) Pant.	Encyonema lacustre	164099
Odontella mobiliensis	237376	(Bailey) Grunow	Trieres mobiliensis	164116
Hyphochytriales	3000698	E.A.Bessey ex P.M.Kirk & al.	Hyphochytriales	164139
Chlorotetraedron incus	257944	(Teiling) Komárek & Kovácik	Chlorotetraedron incus	1648094
Strombidiidae	2003925	Fauré-Fremiet, 1970	Strombidiidae	1703
Haliphthoraceae	2003684	Vishniac	Haliphthoraceae	172146
Ectrogellaceae	2003674	NA	Ectrogellaceae	172153
Saprolegniaceae	2003685	NA	Saprolegniaceae	172169
Olpidiopsidaceae	2003679	NA	Olpidiopsidaceae	172187
Sirolpidiaceae	2003677	Sparrow ex Cejp	Sirolpidiaceae	172189
Leptomitales	3000702	NA	Leptomitales	172231
Leptomitaceae	2003672	NA	Leptomitaceae	172232
Pythiales	3000707	M.W.Dick	Peronosporales	172236
Olpidiopsidales	3000706	M.W.Dick	Olpidiopsidales	172254
Myzocytiopsidales	3000703	M.W.Dick	Myzocytiopsidales	172255
Pontismataceae	6322521	H.E.Petersen ex P.M.Kirk & al.	Sirolpidiaceae	172256
Eutreptiella hirudoidea	238577	Butcher, 1961	Eutreptiella hirudoidea	172264
Encyonema minutum	237828	(Hilse in Rabenh.) D.G.Mann in Round & al.	Encyonema minutum	172265
Encyonema norvegica	237829	(Grunow in A. Schmidt) Bukhtiyarova	Encyonema norvegicum	172267
Encyonema perpusillum	237830	(A.Cleve) D.G.Mann in Round & al.	Encyonema perpusillum	172269
Monema prostratum	237831	Berk.	Encyonema leibleinii	172272
Encyonema silesiacum	262564	(Bleisch in Rabenh.) D.G.Mann in Round et al.	Encyonema silesiacum	172273
Epithemia adnata	237880	(Kütz.) Rabenh.	Epithemia adnata	172276
Epithemia argus	237881	(Ehrenb.) Kütz.	Epithemia argus	172280
Epithemia frickei	237882	Krammer	Epithemia frickei	172282
Epithemia turgida var. turgida	237885	(Ehrenb.) Kütz.	Epithemia turgida var. turgida	172292
Epithemia turgida var. granulata	262584	(Ehrenb.) Brun	Epithemia turgida var. granulata	172293
Epithemia turgida var. westermannii	262585	(Ehrenb.) Grunow	Epithemia turgida var. westermannii	172298
Eunotia bilunaris	6008141	(Ehrenb.) Schaarschm.	Eunotia bilunaris	172305
Eunotia bilunaris var. bilunaris	237938	(Ehrenb.) Mills	Eunotia bilunaris s.lat.	172311
Eunotia bilunaris var. mucophila	262594	Lange-Bert., Nörpel & Alles	Eunotia mucophila	172312
Eunotia diodon	237939	Ehrenb.	Eunotia diodon	172314
Eunotia elegans	262602	Østrup	Eunotia elegans	172315
Eunotia faba	237941	Ehrenb.	Eunotia faba	172322
Eunotia fallax	237942	A.Cleve	Eunotia fallax	172332
Eunotia gracilis	263231	W.Sm.	Eunotia gracilis	172333
Eunotia valida	262659	Hust.	Eunotia valida	172335
Eunotia implicata	237944	Nörpel, Lange-Bert. & Alles in Alles, Nörpel & Lange-Bert.	Eunotia implicata	172337
Uronema marinum	238880	Dujardin, 1841	Uronema marinum	172341
Eunotia veneris	262661	(Kütz.) De Toni	Eunotia veneris	172344
Eunotia minor	237946	(Kütz.) Grunow in Van Heurck	Eunotia minor	172345
Eunotia praerupta	237948	Ehrenb.	Eunotia praerupta	172350
Eunotia septentrionalis	237949	Østrup	Eunotia septentrionalis	172355
Eunotia serra	262647	Ehrenb.	Eunotia serra var. serra	172356
Eunotia robusta	256775	Ralfs	Eunotia robusta	172357
Eunotia tetraodon	262655	Ehrenb.	Eunotia tetraodon	172361
Eunotia tenella	237951	(Grunow) Hust.	Eunotia tenella	172369
Eunotia zasuminensis	257394	(Cabejsz.) Körner	Eunotia zasuminensis	172371
Fallacia	1010456	Stickle & D.G.Mann	Fallacia	172375
Fallacia cryptolyra	237662	(C.Brockmann) Stickle & D.G.Mann in Round & al.	Fallacia cryptolyra	172376
Fallacia pygmaea	237663	(Kütz.) A.J.Stickle & D.G.Mann in Round & al.	Fallacia pygmaea	172380
Fragilaria capucina var. capucina	248644	Desm.	Fragilaria capucina var. capucina	172385
Fragilaria gracilis	262682	Østrup	Fragilaria radians	172387
Fragilaria mesolepta	262684	Rabenh.	Fragilaria mesolepta	172394
Fragilaria heidenii	238015	Østrup	Fragilaria heidenii	172397
Fragilaria hyalina	238016	(Kütz.) Grunow	Fragilaria hyalina	172400
Fragilaria istvanffyi	238017	Pant.	Fragilaria istvanffyi	172402
Exilaria vaucheriae	238020	Kütz.	Fragilaria vaucheriae	172406
Fragilaria capucina var. vaucheriae	238020	(Kütz.) Lange-Bert.	Fragilaria vaucheriae	172408
Fragilariforma	1010517	D.M.Williams & Round	Fragilariforma	172409
Fragilariforma virescens	262364	(Ralfs) D.M.Williams & Round	Fragilariforma virescens	172411
Fragilariopsis cylindrus	237690	(Grunow) Freng.	Fragilariopsis cylindrus	172418
Xystonellidae	2003262	Kofoid & Campbell, 1929	Xystonellidae	172429
Favella	1010642	Kofoid & Campbell	Favella	172431
Helicostomella	1009935	Jörgensen emend., 1924 	Helicostomella	172434
Fragilariopsis oceanica	237691	(Cleve) Hasle	Fragilariopsis oceanica	172436
Metacylis	1010644	Jørgensen	Metacylis	172438
Metacylis jörgensenii	238512	(Cleve, 1902)	Metacylis jorgensenii	172440
Frustulia rhomboides	237492	(Ehrenb.) De Toni	Frustulia rhomboides	172442
Frustulia saxonica	262703	Rabenh.	Frustulia saxonica	172447
Protoperidinium diabolus	238258	(Cleve) Balech	Protoperidinium diabolus	172460
Gomphonema brebissonii	262742	Kütz.	Gomphonema acuminatum var. brebissonii	172461
Gomphonema coronatum	256770	Ehrenb.	Gomphonema coronatum	172463
Pteromonas	1010786	Seligo	Pteromonas	172469
Gomphonema affine	237859	Kütz.	Gomphonema affine	172470
Pteromonas angulosa	257553	Lemmerm.	Pteromonas angulosa	172471
Gomphonema apicatum	237861	Ehrenb.	Gomphonema apicatum	172500
Gomphonema bohemicum	237863	Reichelt & Fricke	Gomphonema vibrio var. bohemicum	172501
Gomphonemopsis	1010481	L.K. Medlin	Gomphonemopsis	172502
Gomphonemopsis exigua	262753	(Kützing) Medlin in Medlin & Round, 1986	Gomphonemopsis exigua	172503
Gomphonemopsis pseudexigua	237873	(Simonsen) Medlin in Medlin & Round, 1986	Gomphonemopsis pseudexigua	172506
Gyrosigma diaphanum	237637	Cleve	Gyrosigma diaphanum	172519
Gyrosigma eximium	237639	(Thwaites) Boyer	Gyrosigma eximium	172522
Gyrosigma hippocampus	237641	(Ehrenb.) Hassall	Gyrosigma hippocampus	172561
Haslea crucigera	237532	(W. Smith) Simonsen, 1974	Haslea crucigera	172588
Licmophora communis	237959	(Heiberg) Grunow in Van Heurck, 1881	Licmophora communis	172602
Licmophora debilis	237960	(Kützing) Grunow in Van Heurck, 1881	Licmophora debilis	172607
Licmophora ehrenbergii	237961	(Kützing) Grunow, 1867	Licmophora ehrenbergii	172609
Licmophora gracilis var. gracilis	248639	NA	Licmophora gracilis var. gracilis	172614
Licmophora juergensii	237963	C.A. Agardh, 1831	Licmophora juergensii	172634
Licmophora oedipus	237964	(Kützing) Grunow in Van Heurck, 1881	Licmophora oedipus	172635
Diadesmidaceae	2003185	D.G.Mann	Diadesmidaceae	172643
Luticola	1010442	D.G.Mann	Luticola	172644
Luticola mutica	237513	(Kütz.) D.G.Mann in Round & al.	Luticola mutica	172645
Luticola nivalis	237514	(Ehrenb.) D.G.Mann in Round & al.	Luticola nivalis	172649
Navicula amphibola	237543	Cleve	Navicula amphibola	172675
Navicula compositestriata	237551	Jasnitsky	Navicula compositestriata	172705
Navicula cryptotenella	237555	Lange-Bert.	Navicula cryptotenella	172711
Navicula peregrina var. peregrina	248634	NA	Navicula peregrina var. peregrina	172725
Navicula perminuta	237584	Grunow	Navicula perminuta	172731
Navicula duerrenbergiana	237559	Hust. in A. Schmidt	Navicula duerrenbergiana	172795
Navicula erifuga	237560	Lange-Bert.	Navicula erifuga	172796
Navicula granii	237563	(Jørg.) Gran	Navicula granii	172797
Navicula gregaria	237564	Donkin	Navicula gregaria	172799
Navicula gottlandica	262336	Grunow	Navicula gottlandica	172800
Navicula jentzschii	237566	Grunow	Khursevichia jentzschii	172802
Navicula kotschyi	237567	Grunow	Navicula kotschyi	172803
Navicula laterostrata	237571	Hust.	Navicula laterostrata	172821
Navicula lesmonensis	237572	Hust.	Hippodonta lesmonensis	172822
Navicula lucidula	237573	Grunow in Van Heurck	Navicula lucidula	172824
Navicula meniscus	237575	Schum.	Navicula meniscus	172826
Navicula microcephala	237576	Grunow	Brachysira microcephala	172827
Navicula oblonga	237579	(Kütz.) Kütz.	Navicula oblonga	172833
Navicula pelagica	237581	Cleve	Navicula pelagica	172836
Navicula phyllepta	237585	Kütz.	Navicula phyllepta	172845
Navicula platystoma	237586	Ehrenb.	Navicula platystoma	172848
Navicula pseudotuscula	237588	Hust.	Navicula pseudotuscula	172850
Navicula scutelloides	237594	W.Sm.	Navicula scutelloides	172855
Rhynchobodo	1010701	NA	Rhynchobodo	1731875
Dinophysales	3000625	NA	Dinophysiales	1732560
Prasinophyceae	4000181	T.A.Chr. ex P.C.Silva	Pyramimonadophyceae	17329
Pyramimonadales	3000643	Chadef.	Pyramimonadales	17330
Urostipulosphaera lindiae	257785	(Bourr.) Pusztai & Škaloud	Urostipulosphaera lindiae	1739878
Sphaerella marina	238902	(F.J.Cohn) Lemmermann	Sphaerella marina	1744240
Navicula striolata	237597	(Grunow) Lange-Bert.	Navicula striolata	175308
Navicula transitans var. transitans	248633	NA	Navicula transitans var. transitans	175319
Navicula transitans var. derasa	249403	(Grunow) Cleve	Navicula transitans var. derasa	175320
Navicula transitans var. derasa f. delicatula	249404	Heimdal	Navicula transitans var. derasa f. delicatula	175321
Navicula vanhoeffenii	237601	Gran	Navicula vanhoeffenii	175326
Navicula veneta	237603	Kütz.	Navicula veneta	175328
Navicula viridula var. viridula	248632	NA	Navicula viridula var. viridula	175334
Navicula viridula var. rostellata	262911	(Kütz.) Cleve	Navicula viridula var. rostellata	175335
Navicula vitabunda	262933	Hust.	Sellaphora vitabunda	175338
Navicula vulpina	237607	Kütz.	Navicula vulpina	175340
Neidiaceae	2003188	Mereschk.	Neidiaceae	175341
Neidium	1010448	Pfitzer	Neidium	175342
Neidium affine	237608	(Ehrenb.) Pfitzer	Neidium affine	175346
Neidium binode	237609	(Ehrenb.) Hust.	Neidiomorpha binodis	175347
Neidium dubium	237610	(Ehrenb.) Cleve	Neidium dubium	175353
Neidium iridis	237611	(Ehrenb.) Cleve	Neidium iridis	175359
Neidium productum	237612	(W.Sm.) Cleve	Neidium productum	175364
Neosynedra	1010508	D. M. Williams et F. E. Round	Neosynedra	175367
Neosynedra provincialis	237981	(Grunow) Williams & Round, 1986	Neosynedra provincialis	175369
Nitzschia acicularis var. acicularis	248631	(Kütz.) W.Sm.	Nitzschia acicularis var. acicularis	175373
Nitzschia acicularis var. closterioides	256764	Grunow	Nitzschia acicularis var. closterioides	175374
Nitzschia acula	237710	Hantzsch ex Cleve & Grunow	Nitzschia acula	175377
Nitzschia capitellata	237713	Hust.	Nitzschia capitellata	175380
Nitzschia clausii	237714	Hantzsch	Nitzschia clausii	175381
Nitzschia communis	237715	Rabenh.	Nitzschia communis	175382
Nitzschia elegantula	237719	Grunow	Nitzschia elegantula	175386
Nitzschia frigida	237723	Grunow in Cleve & Grunow	Nitzschia frigida	175400
Nitzschia frustulum	262987	(Kütz.) Grunow in Cleve & Grunow	Nitzschia frustulum	175404
Nitzschia gandersheimiensis	237725	Krasske, 1927	Nitzschia gandersheimiensis	175409
Nitzschia hantzschiana	237727	Rabenh.	Nitzschia hantzschiana	175410
Nitzschia homburgiensis	237728	Lange-Bert.	Nitzschia homburgiensis	175417
Nitzschia hybrida	237729	Grunow in Cleve & Grunow	Nitzschia hybrida	175419
Nitzschia inconspicua	6021710	Grunow	Nitzschia inconspicua	175420
Nitzschia intermedia	237731	Hantzsch ex Cleve & Grunow	Nitzschia intermedia	175421
Nitzschia lacunarum	237732	Hust.	Nitzschia lacunarum	175422
Nitzschia lorenziana	237735	Grunow in Cleve & Grunow	Nitzschia lorenziana	175425
Nitzschia nana	237737	Grunow in Van Heurck	Nitzschia nana	175427
Nitzschia ovalis	237739	Arn. ex Grunow in Cleve & Grunow	Nitzschia ovalis	175430
Nitzschia palea var. palea	237740	NA	Nitzschia palea var. palea	175432
Nitzschia palea var. debilis	263023	(Kütz.) Grunow	Nitzschia palea var. debilis	175433
Nitzschia holsatica	6012173	Hust.	Nitzschia holsatica	175438
Nitzschia perminuta	237742	(Grunow) Perag.	Nitzschia perminuta	175441
Synedra scalaris	237745	Ehrenb.	Tryblionella scalaris	175445
Nitzschia scalpelliformis	237746	(Grunow) Grunow in Cleve & Grunow	Nitzschia scalpelliformis	175446
Nitzschia sublinearis	237751	Hust.	Nitzschia sublinearis	175454
Nitzschia umbonata	237753	(Ehrenb.) Lange-Bert.	Nitzschia umbonata	175455
Nitzschia valdestriata	237754	Aleem & Hust.	Nitzschia valdestriata	175457
