scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Lepidodinium chlorophorum	Species	345481	Lepidodinium	231790	(M.Elbrächter & E.Schnepf) Gert Hansen, Botes & Salas, 2007	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Lepidodinium - [Species] Lepidodinium chlorophorum
Spatulodinium pseudonoctiluca	Species	109923	Spatulodinium	109502	(Pouchet) J.Cachon & M.Cachon, 1968	accepted	Chromista	Myzozoa	Dinophyceae	Noctilucales	Kofoidiniaceae	Spatulodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Noctilucales - [Family] Kofoidiniaceae - [Genus] Spatulodinium - [Species] Spatulodinium pseudonoctiluca
Gymnodinium endofasciculum	Species	109792	Gymnodinium	109475	P.H.Campbell, 1973	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium endofasciculum
Gymnodinium fuscum	Species	109794	Gymnodinium	109475	(Ehrenberg) F.Stein, 1878	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium fuscum
Gyrodinium helveticum	Species	639206	Gyrodinium	109476	(Penard) Y.Takano & T.Horiguchi, 2004	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium helveticum
Gymnodinium lantzschii	Species	109807	Gymnodinium	109475	Utermöhl, 1925	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium lantzschii
Gymnodinium ostenfeldii	Species	109819	Gymnodinium	109475	J.Schiller, 1928	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium ostenfeldii
Gymnodinium rubrum	Species	109828	Gymnodinium	109475	Koifoid & Swezy, 1921	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium rubrum
Gymnodinium uberrimum	Species	109834	Gymnodinium	109475	(G.J.Allman) Kofoid & Swezy, 1921	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium uberrimum
Gyrodinium dominans	Species	109851	Gyrodinium	109476	Hulbert, 1957	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium dominans
Gyrodinium estuariale	Species	109852	Gyrodinium	109476	E.M.Hulbert, 1957	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium estuariale
Gyrodinium flagellare	Species	109854	Gyrodinium	109476	Schiller, 1928	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium flagellare
Gyrodinium lachryma	Species	109859	Gyrodinium	109476	(Meunier) Kofoid & Swezy, 1921	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium lachryma
Gyrodinium spirale	Species	109876	Gyrodinium	109476	(Bergh) Kofoid & Swezy, 1921	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium spirale
Gyrodinium undulans	Species	109878	Gyrodinium	109476	Hulbert, 1957	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gyrodinium - [Species] Gyrodinium undulans
Katodinium glaucum	Species	109885	Katodinium	109477	(Lebour) Loeblich III, 1965	accepted	Chromista	Myzozoa	Dinophyceae	Tovelliales	Tovelliaceae	Katodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Tovelliales - [Family] Tovelliaceae - [Genus] Katodinium - [Species] Katodinium glaucum
Torodinium robustum	Species	109889	Torodinium	109479	Kofoid & Swezy, 1921	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Torodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Torodinium - [Species] Torodinium robustum
Pheopolykrikos beauchampii	Species	109896	Pheopolykrikos	109484	Chatton, 1933	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Polykrikaceae	Pheopolykrikos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Polykrikaceae - [Genus] Pheopolykrikos - [Species] Pheopolykrikos beauchampii
Polykrikos schwartzii	Species	109901	Polykrikos	109485	Bütschli, 1873	accepted	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Polykrikaceae	Polykrikos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Polykrikaceae - [Genus] Polykrikos - [Species] Polykrikos schwartzii
Pronoctiluca pelagica	Species	109903	Pronoctiluca	109487	Fabre-Domergue, 1889	accepted	Chromista	Myzozoa	Dinophyceae	Noctilucales	Protodiniferaceae	Pronoctiluca	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Noctilucales - [Family] Protodiniferaceae - [Genus] Pronoctiluca - [Species] Pronoctiluca pelagica
Noctiluca scintillans	Species	109921	Noctiluca	109500	(Macartney) Kofoid & Swezy, 1921	accepted	Chromista	Myzozoa	Dinophyceae	Noctilucales	Noctilucaceae	Noctiluca	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Noctilucales - [Family] Noctilucaceae - [Genus] Noctiluca - [Species] Noctiluca scintillans
Pentapharsodinium dalei	Species	109925	Pentapharsodinium	109504	Indelicato & Loeblich III, 1986	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Pentapharsodinium - [Species] Pentapharsodinium dalei
Tripos candelabrum	Species	841193	Tripos	494057	(Ehrenberg) F.Gómez, 2013	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos candelabrum
Tripos furca	Species	840627	Tripos	494057	(Ehrenberg) F.Gómez, 2013	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos furca
Tripos fusus	Species	840626	Tripos	494057	(Ehrenberg) F.Gómez, 2013	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos fusus
Tripos horridus	Species	837453	Tripos	494057	(Cleve) F.Gómez, 2013	uncertain	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos horridus
Tripos lineatus	Species	837459	Tripos	494057	(Ehrenberg) F.Gómez, 2013	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos lineatus
Tripos setaceus	Species	837446	Tripos	494057	(Jørgensen) F.Gómez, 2013	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Ceratiaceae - [Genus] Tripos - [Species] Tripos setaceus
Micracanthodinium claytonii	Species	109992	Micracanthodinium	109510	(R.W.Holmes) Dodge, 1982	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Cladopyxidaceae	Micracanthodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Cladopyxidaceae - [Genus] Micracanthodinium - [Species] Micracanthodinium claytonii
Micracanthodinium setiferum	Species	109993	Micracanthodinium	109510	(Lohmann) Deflandre, 1937	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Cladopyxidaceae	Micracanthodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Cladopyxidaceae - [Genus] Micracanthodinium - [Species] Micracanthodinium setiferum
Diplopsalis lenticula	Species	110001	Diplopsalis	109515	Bergh, 1881	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Diplopsalis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Diplopsalis - [Species] Diplopsalis lenticula
Azadinium caudatum	Species	837075	Azadinium	391508	(Halldal) Nézan & Chomérat, 2012	accepted	Chromista	Myzozoa	Dinophyceae	Dinophyceae incertae sedis	Amphidomataceae	Azadinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Dinophyceae incertae sedis - [Family] Amphidomataceae - [Genus] Azadinium - [Species] Azadinium caudatum
Amylax triacantha	Species	110007	Amylax	109518	(Jörgensen) Sournia, 1984	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Amylax	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Gonyaulacaceae - [Genus] Amylax - [Species] Amylax triacantha
Gonyaulax digitale	Species	110015	Gonyaulax	109519	(Pouchet) Kofoid, 1911	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Gonyaulacaceae - [Genus] Gonyaulax - [Species] Gonyaulax digitale
Gonyaulax scrippsae	Species	110039	Gonyaulax	109519	Kofoid, 1911	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Gonyaulacaceae - [Genus] Gonyaulax - [Species] Gonyaulax scrippsae
Gonyaulax spinifera	Species	110041	Gonyaulax	109519	(Claparède & Lachmann) Diesing, 1866	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Gonyaulacaceae - [Genus] Gonyaulax - [Species] Gonyaulax spinifera
Gonyaulax verior	Species	110045	Gonyaulax	109519	Sournia, 1973	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Gonyaulacaceae - [Genus] Gonyaulax - [Species] Gonyaulax verior
Heterocapsa rotundata	Species	110152	Heterocapsa	109540	(Lohmann) Gert Hansen, 1995	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Heterocapsaceae - [Genus] Heterocapsa - [Species] Heterocapsa rotundata
Kryptoperidinium triquetrum	Species	1346683	Kryptoperidinium	109541	(Ehrenberg) U.Tillmann, M. Gottschling, M.Elbrächter, W.-H.Kusber & M.Hoppenrath, 2019	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Kryptoperidinium - [Species] Kryptoperidinium triquetrum
Kryptoperidinium foliaceum	Species	110154	Kryptoperidinium	109541	(F.Stein) Lindemann, 1924	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Kryptoperidinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Genus] Kryptoperidinium - [Species] Kryptoperidinium foliaceum
Oblea rotunda	Species	110155	Oblea	109542	(Lebour) Balech ex Sournia, 1973	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Protoperidiniaceae	Oblea	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Protoperidiniaceae - [Genus] Oblea - [Species] Oblea rotunda
Peridiniella catenata	Species	110156	Peridiniella	109543	(Levander) Balech, 1977	accepted	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Cladopyxidaceae	Peridiniella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gonyaulacales - [Family] Cladopyxidaceae - [Genus] Peridiniella - [Species] Peridiniella catenata
Staszicella dinobryonis	Species	663841	Staszicella	604898	Woloszynska, 1916	accepted	Chromista	Myzozoa	Dinoflagellata incertae sedis			Staszicella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinoflagellata incertae sedis - [Genus] Staszicella - [Species] Staszicella dinobryonis
Peridiniopsis elpatiewskyi	Species	110161	Peridiniopsis	109544	(Ostenfeld) Bourrelly, 1968	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniopsidaceae	Peridiniopsis	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniopsidaceae - [Genus] Peridiniopsis - [Species] Peridiniopsis elpatiewskyi
Scrippsiella crystallina	Species	110167	Scrippsiella	109545	J.Lewis, 1991	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Scrippsiella - [Species] Scrippsiella crystallina
Scrippsiella lachrymosa	Species	110168	Scrippsiella	109545	J.Lewis, 1991	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Scrippsiella - [Species] Scrippsiella lachrymosa
Scrippsiella trifida	Species	110171	Scrippsiella	109545	J.Lewis, 1991	accepted	Chromista	Myzozoa	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Peridiniales - [Family] Peridiniaceae - [Subfamily] Calciodinelloideae - [Genus] Scrippsiella - [Species] Scrippsiella trifida
