scientific_name	rank	aphia_id	parent_name	parent_id	authority	status	kingdom	phylum	class	order	family	genus	classification
Emiliania huxleyi	Species	115104	Emiliania	115086	(Lohmann) W.W.Hay & H.P.Mohler, 1967	accepted	Chromista	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Emiliania	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Isochrysidales - [Family] Noelaerhabdaceae - [Genus] Emiliania - [Species] Emiliania huxleyi
Phaeocystis pouchetii	Species	115106	Phaeocystis	115088	(Hariot) Lagerheim, 1896	accepted	Chromista	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Phaeocystales - [Family] Phaeocystaceae - [Genus] Phaeocystis - [Species] Phaeocystis pouchetii
Chrysochromulina acantha	Species	115108	Chrysochromulina	115090	Leadbeater & Manton, 1971	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina acantha
Chrysochromulina apheles	Species	115110	Chrysochromulina	115090	Moestrup & H.A.Thomsen, 1986	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina apheles
Haptolina brevifila	Species	624975	Haptolina	603289	(Parke & Manton) Edvardsen & Eikrem, 2011	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Prymnesiaceae - [Genus] Haptolina - [Species] Haptolina brevifila
Haptolina hirta	Species	699623	Haptolina	603289	(Manton) Edvardsen & Eikrem, 2011	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Prymnesiaceae - [Genus] Haptolina - [Species] Haptolina hirta
Prymnesium kappa	Species	624968	Prymnesium	160563	(Parke & Manton) Edvardsen, Eikrem & Probert, 2011	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Prymnesiaceae - [Genus] Prymnesium - [Species] Prymnesium kappa
Chrysochromulina parkeae	Species	115126	Chrysochromulina	115090	J.C.Green & Leadbeater, 1972	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina parkeae
Prymnesium polylepis	Species	670030	Prymnesium	160563	(Manton & Parke) Edvardsen, Eikrem & Probert, 2011	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesium	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Prymnesiaceae - [Genus] Prymnesium - [Species] Prymnesium polylepis
Chrysochromulina spinifera	Species	115129	Chrysochromulina	115090	(Fournier) Pienaar & R.E.Norris, 1979	accepted	Chromista	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina spinifera
Telonema	Genus	118028	Telonemida	582427	Griessmann, 1913	accepted	Chromista	Cryptophyta	Telonemea	Telonemida		Telonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Telonemea - [Order] Telonemida - [Genus] Telonema
Cryothecomonas scybalophora	Species	118047	Cryothecomonas	118011	Thomsen, Buck, Bolt & Garrison, 1991	accepted	Chromista	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Rhizaria - [Phylum] Cercozoa - [Subphylum] Filosa - [Superclass] Ventrifilosa - [Class] Thecofilosea - [Order] Cryomonadida - [Family] Protaspidae - [Genus] Cryothecomonas - [Species] Cryothecomonas scybalophora
Ebria tripartita	Species	118051	Ebria	118014	(J.Schumann) Lemmermann, 1899	accepted	Protozoa		Ebriophyceae	Ebriales	Ebriaceae	Ebria	[] Biota - [Kingdom] Protozoa - [Subkingdom] Protozoa incertae sedis - [Class] Ebriophyceae - [Order] Ebriales - [Family] Ebriaceae - [Genus] Ebria - [Species] Ebria tripartita
Metromonas simplex	Species	118059	Metromonas	118019	(Griessmann, 1913) Larsen & Patterson, 1990	accepted	Chromista	Cercozoa	Metromonadea	Metromonadea incertae sedis		Metromonas	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Rhizaria - [Phylum] Cercozoa - [Subphylum] Filosa - [Superclass] Monadofilosa - [Class] Metromonadea - [Order] Metromonadea incertae sedis - [Genus] Metromonas - [Species] Metromonas simplex
Solenicola setigera	Species	118073	Solenicola	118027	Pavillard, 1916	accepted	Protozoa					Solenicola	[] Biota - [Kingdom] Protozoa - [Subkingdom] Protozoa incertae sedis - [Genus] Solenicola - [Species] Solenicola setigera
Leucocryptos marina	Species	119077	Leucocryptos	17651	(Braarud) Butcher, 1967	accepted	Chromista	Cryptophyta	Cryptophyta incertae sedis		Katablepharidaceae	Leucocryptos	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyta incertae sedis - [Family] Katablepharidaceae - [Genus] Leucocryptos - [Species] Leucocryptos marina
Katablepharis remigera	Species	627117	Katablepharis	601744	(N.Vørs) B.Clay & P.Kugrens, 2000	accepted	Chromista	Cryptophyta	Cryptophyta incertae sedis		Katablepharidaceae	Katablepharis	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Cryptophyta - [Class] Cryptophyta incertae sedis - [Family] Katablepharidaceae - [Genus] Katablepharis - [Species] Katablepharis remigera
Karayevia amoena	Species	1292123	Karayevia	163533	(Hust.) Bukht., 2006	accepted	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Karayevia	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthidiaceae - [Genus] Karayevia - [Species] Karayevia amoena
Closterium acutum var. acutum	Variety	1304621	Closterium acutum	162726	Brébisson, 1848	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Closteriaceae	Closterium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Closteriaceae - [Genus] Closterium - [Species] Closterium acutum - [Variety] Closterium acutum var. acutum
Desmodesmus opoliensis var. opoliensis	Variety	1304624	Desmodesmus opoliensis	612508	(P.G.Richter) E.Hegewald, 2000	accepted	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Desmodesmus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Sphaeropleales - [Family] Scenedesmaceae - [Subfamily] Desmodesmoideae - [Genus] Desmodesmus - [Species] Desmodesmus opoliensis - [Variety] Desmodesmus opoliensis var. opoliensis
Pleurotaenium ehrenbergii	Species	1306571	Pleurotaenium	494095	(Ralfs) De Bary, 1858	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Pleurotaenium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Pleurotaenium - [Species] Pleurotaenium ehrenbergii
Tetraselmis	Genus	134526	Chlorodendraceae	17667	F.Stein, 1878	accepted	Plantae	Chlorophyta	Chlorodendrophyceae	Chlorodendrales	Chlorodendraceae	Tetraselmis	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorodendrophyceae - [Order] Chlorodendrales - [Family] Chlorodendraceae - [Genus] Tetraselmis
Halosphaera	Genus	134528	Pyramimonadaceae	368883	K.J.F.Schmitz, 1878	accepted	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Halosphaera	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Pyramimonadophyceae - [Order] Pyramimonadales - [Family] Pyramimonadaceae - [Genus] Halosphaera
Pyramimonas	Genus	134529	Pyramimonadaceae	368883	Schmarda, 1849	accepted	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Pyramimonadophyceae - [Order] Pyramimonadales - [Family] Pyramimonadaceae - [Genus] Pyramimonas
Nephroselmis minuta	Species	134540	Nephroselmis	134524	(N.Carter) Butcher, 1959	accepted	Plantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Nephroselmidophyceae - [Order] Nephroselmidales - [Family] Nephroselmidaceae - [Genus] Nephroselmis - [Species] Nephroselmis minuta
Nephroselmis pyriformis	Species	134541	Nephroselmis	134524	(N.Carter) Ettl, 1982	accepted	Plantae	Chlorophyta	Nephroselmidophyceae	Nephroselmidales	Nephroselmidaceae	Nephroselmis	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Nephroselmidophyceae - [Order] Nephroselmidales - [Family] Nephroselmidaceae - [Genus] Nephroselmis - [Species] Nephroselmis pyriformis
Cymbomonas tetramitiformis	Species	134545	Cymbomonas	134527	Schiller, 1913	accepted	Plantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Cymbomonas	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Pyramimonadophyceae - [Order] Pyramimonadales - [Family] Pyramimonadaceae - [Genus] Cymbomonas - [Species] Cymbomonas tetramitiformis
Micromonas pusilla	Species	134564	Micromonas	134533	(Butcher) I.Manton & M.Parke, 1960	accepted	Plantae	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Mamiellophyceae - [Order] Mamiellales - [Family] Mamiellaceae - [Genus] Micromonas - [Species] Micromonas pusilla
Pseudoscourfieldia marina	Species	134566	Pseudoscourfieldia	134534	(J.Throndsen) Manton, 1975	accepted	Plantae	Chlorophyta	Pyramimonadophyceae	Pseudoscourfieldiales	Pycnococcaceae	Pseudoscourfieldia	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Class] Pyramimonadophyceae - [Order] Pseudoscourfieldiales - [Family] Pycnococcaceae - [Genus] Pseudoscourfieldia - [Species] Pseudoscourfieldia marina
Paulinella ovalis	Species	136903	Paulinella	136779	(A.Wulff) P.W.Johnson, P.E.Hargraves & J.M.Sieburth, 1988	accepted	Chromista	Cercozoa	Imbricatea	Euglyphida	Paulinellideae	Paulinella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Rhizaria - [Phylum] Cercozoa - [Subphylum] Filosa - [Superclass] Ventrifilosa - [Class] Imbricatea - [Order] Euglyphida - [Family] Paulinellideae - [Genus] Paulinella - [Species] Paulinella ovalis
Cosmarium subcostatum	Species	1432706	Cosmarium	478557	Nordstedt, 1876	accepted	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Cosmarium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Cosmarium - [Species] Cosmarium subcostatum
Rhynchomonas nasuta	Species	146163	Rhynchomonas	146161	(Stokes) Klebs, 1892	accepted	Protozoa	Euglenozoa	Kinetoplastea	Eubodonida	Bodonaceae	Rhynchomonas	[Class] Kinetoplastea - [Subclass] Metakinetoplastina - [Order] Eubodonida - [Family] Bodonaceae - [Genus] Rhynchomonas - [Species] Rhynchomonas nasuta
Cyanophyceae	Class	146542	Cyanobacteria	146537	Schaffner, 1909	accepted	Bacteria	Cyanobacteria	Cyanophyceae				[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae
Merismopedia	Genus	146545	Merismopedioideae	146609	Meyen, 1839	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Merismopedia	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Merismopedia
Planktothrix agardhii	Species	146552	Planktothrix	146551	(Gomont) Anagnostidis & Komárek, 1988	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Phormidiaceae	Planktothrix	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Oscillatoriales - [Family] Phormidiaceae - [Subfamily] Phormidioideae - [Genus] Planktothrix - [Species] Planktothrix agardhii
Oscillatoria limosa	Species	146554	Oscillatoria	146549	C.Agardh ex Gomont, 1892	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Oscillatoriales - [Family] Oscillatoriaceae - [Genus] Oscillatoria - [Species] Oscillatoria limosa
Microcystis aeruginosa	Species	146558	Microcystis	146557	(Kützing) Kützing, 1846	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Microcystaceae - [Genus] Microcystis - [Species] Microcystis aeruginosa
Microcystis flos-aquae	Species	146560	Microcystis	146557	(Wittrock in Wittrock & Nordstedt) Kirchner, 1898	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Microcystaceae - [Genus] Microcystis - [Species] Microcystis flos-aquae
Microcystis wesenbergii	Species	146561	Microcystis	146557	(Komárek) Komárek ex Komárek, 2006	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Microcystaceae - [Genus] Microcystis - [Species] Microcystis wesenbergii
Aphanocapsa delicatissima	Species	146563	Aphanocapsa	146562	West & G.S.West, 1912	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Aphanocapsa - [Species] Aphanocapsa delicatissima
Chroococcus turgidus	Species	146566	Chroococcus	146565	(Kützing) Nägeli, 1849	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Chroococcaceae - [Genus] Chroococcus - [Species] Chroococcus turgidus
Chroococcus minutus	Species	146567	Chroococcus	146565	(Kützing) Nägeli, 1849	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Chroococcaceae - [Genus] Chroococcus - [Species] Chroococcus minutus
Limnococcus limneticus	Species	576250	Limnococcus	576249	(Lemmermann) Komárková, Jezberová, O.Komárek & Zapomelová, 2010	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Limnococcus	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Chroococcaceae - [Genus] Limnococcus - [Species] Limnococcus limneticus
Gomphosphaeria aponina	Species	146572	Gomphosphaeria	146570	Kützing, 1836	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Gomphosphaeria	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Gomphosphaeriaceae - [Genus] Gomphosphaeria - [Species] Gomphosphaeria aponina
Coelosphaerium dubium	Species	146575	Coelosphaerium	146573	Grunow, 1865	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Coelosphaerium	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Gomphosphaerioideae - [Genus] Coelosphaerium - [Species] Coelosphaerium dubium
Merismopedia tenuissima	Species	146576	Merismopedia	146545	Lemmermann, 1898	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Merismopedia	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Merismopedia - [Species] Merismopedia tenuissima
Merismopedia tranquilla	Species	627627	Merismopedia	146545	(Ehrenberg) Trevisan, 1845	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Merismopedia	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Merismopedia - [Species] Merismopedia tranquilla
Merismopedia glauca	Species	146578	Merismopedia	146545	(Ehrenberg) Kützing, 1845	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Merismopedia	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Merismopedia - [Species] Merismopedia glauca
Anabaenopsis	Genus	146590	Aphanizomenonaceae	836361	V.V.Miller, 1923	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaenopsis	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycideae - [Order] Nostocales - [Family] Aphanizomenonaceae - [Genus] Anabaenopsis
Oscillatoria tenuis	Species	146594	Oscillatoria	146549	C.Agardh ex Gomont, 1892	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Oscillatoriales - [Family] Oscillatoriaceae - [Genus] Oscillatoria - [Species] Oscillatoria tenuis
Woronichinia	Genus	146617	Gomphosphaeriaceae	599618	Elenkin, 1933	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Woronichinia	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Gomphosphaeriaceae - [Genus] Woronichinia
Woronichinia naegeliana	Species	146618	Woronichinia	146617	(Unger) Elenkin, 1933	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Gomphosphaeriaceae	Woronichinia	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Chroococcales - [Family] Gomphosphaeriaceae - [Genus] Woronichinia - [Species] Woronichinia naegeliana
Coelosphaerium minutissimum	Species	146619	Coelosphaerium	146573	Lemmermann, 1900	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Coelosphaerium	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Gomphosphaerioideae - [Genus] Coelosphaerium - [Species] Coelosphaerium minutissimum
Aphanocapsa holsatica	Species	146647	Aphanocapsa	146562	(Lemmermann) G.Cronberg & Komárek, 1994	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Aphanocapsa - [Species] Aphanocapsa holsatica
Snowella lacustris	Species	146645	Snowella	146644	(Chodat) Komárek & Hindák, 1988	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Snowella	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Gomphosphaerioideae - [Genus] Snowella - [Species] Snowella lacustris
Aphanocapsa conferta	Species	146646	Aphanocapsa	146562	(West & G.S.West) Komárková-Legnerová & Cronberg, 1994	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Merismopediaceae	Aphanocapsa	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Merismopediaceae - [Subfamily] Merismopedioideae - [Genus] Aphanocapsa - [Species] Aphanocapsa conferta
Spirulina subtilissima	Species	146667	Spirulina	146541	Kützing ex Gomont, 1892	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Spirulinales - [Family] Spirulinaceae - [Genus] Spirulina - [Species] Spirulina subtilissima
Planktolyngbya	Genus	146677	Leptolyngbyoideae	146709	Anagnostidis & Komárek, 1988	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Leptolyngbyaceae	Planktolyngbya	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Leptolyngbyaceae - [Subfamily] Leptolyngbyoideae - [Genus] Planktolyngbya
Phormidium	Genus	146690	Oscillatoriaceae	146548	Kützing ex Gomont, 1892	accepted	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycideae - [Order] Oscillatoriales - [Family] Oscillatoriaceae - [Genus] Phormidium
Cyclotella	Genus	148905	Stephanodiscaceae	148994	(F.T. Kützing) A. de Brébisson, 1838	accepted	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Cyclotella
Cyclotella atomus	Species	148907	Cyclotella	148905	Hustedt, 1937	uncertain	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Coscinodiscophycidae - [Superorder] Thalassiosiranae - [Order] Thalassiosirales - [Family] Stephanodiscaceae - [Genus] Cyclotella - [Species] Cyclotella atomus
